total_delinquency,PAY_2,payment_ratio,PAY_3,PAY_5,LIMIT_BAL,PAY_AMT1,unemp_x_delinquency,PAY_AMT2,max_delinquency,rate_x_delinquency,PAY_6,PAY_AMT4,cpi_risk_norm,avg_payment,PAY_4,PAY_1,BILL_AMT_PC2,gdp_x_payment_ratio,LIMIT_BAL_sq,true,pred
0.0,0.1111111111111111,-0.05555377724420414,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.9698125877403967,-0.4668695745617363,0.7855237563847912,0.0,-0.4668695745617363,0.1111111111111111,0.377313852074737,-0.2844958199592799,0.6232416701602216,0.1111111111111111,0.1111111111111111,2.8107101276628397,-0.0171490115364139,0.0,1,0
0.0,0.0,0.8285076120127138,0.0,0.0,0.5191192900072952,-4.755088530712135,-0.4668695745617363,-0.5772939986110899,0.0,-0.4668695745617363,0.0,-0.4261508547027436,-0.2844958199592799,-0.7740875159319682,0.1111111111111111,0.0,8.557116593022174,-0.0151182391955432,0.3702359346642468,1,0
0.0,0.1111111111111111,-0.09496287929088351,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.7153292594524013,-0.4668695745617363,0.40576161802781613,0.0,-0.4668695745617363,0.1111111111111111,0.2225182096590812,-0.2844958199592799,0.2651529221367708,0.1111111111111111,0.1111111111111111,-0.25320824975452794,-0.0172395379584333,0.05263157894736842,1,0
0.1111111111111111,0.3333333333333333,0.8855009537383404,0.0,0.0,0.1673597344439074,-4.755088530712135,0.6341326826755145,0.06843397047157357,0.25,0.6341326826755145,0.0,-0.8520702570797554,-0.0807105616274785,-0.7358047740640963,0.3333333333333333,0.0,9.247885879809033,-0.0149873201175282,0.05263157894736842,0,1
0.05555555555555555,0.1111111111111111,0.0058912847215463965,0.1111111111111111,0.1111111111111111,-1.1433092459291831,-0.030311539256362482,0.083631554056889,0.2283146734498298,0.25,0.0836315540568891,0.1111111111111111,0.377313852074737,0.097594534469716,0.11774000464082891,0.1111111111111111,0.3333333333333333,5.7416936445600175,-0.0170078664373976,-0.32667876588021777,1,0
0.0,0.1111111111111111,-0.09059785923166909,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.2696212495623417,-0.4668695745617363,0.29235185883120085,0.0,-0.4668695745617363,0.1111111111111111,0.31962039750174853,-0.2844958199592799,0.24102909985786913,0.1111111111111111,0.1111111111111111,4.216197480476224,-0.0172295110959198,0.05263157894736842,1,0
0.0,0.0,1.395238633419841,0.0,0.1111111111111111,1.0629938337787594,-0.030311539256362482,-0.4668695745617363,-0.17106353992773332,0.0,-0.4668695745617363,0.0,-2.814764228080276,-0.2844958199592799,-0.7340920878380449,0.1111111111111111,0.0,9.705216326681827,-0.0138164046205094,1.2776769509981851,1,0
0.0,0.1111111111111111,-0.08289962080431196,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.13341011225181146,-0.4668695745617363,-0.12130331587691619,0.0,-0.4668695745617363,0.1111111111111111,-0.1559158946214444,-0.2844958199592799,-0.3301693396470114,0.1111111111111111,0.1111111111111111,2.4978596428029216,-0.0172118275166326,-0.3103448275862069,1,0
0.0,0.0,1.1600995952694124,0.0,0.0,-0.2847917733012345,0.7177579864408934,-0.4668695745617363,-4.321258080645877,0.0,-0.4668695745617363,0.0,-2.814764228080276,-0.2844958199592799,-0.05667850433970106,0.0,0.0,7.644062637493493,-0.014356541154847,-0.17422867513611615,1,0
0.0,0.0,1.899640920868354,0.0,0.0,1.486110633212629,-0.13420324118399174,-0.4668695745617363,-4.321258080645877,0.0,-0.4668695745617363,0.0,-1.8584428480870403,-0.2844958199592799,1.702319774475024,0.0,0.0,9.337518120680722,-0.0126577450223526,2.5480943738656987,1,0
0.027777777777777776,0.0,2.546283573851776,0.0,0.0,0.5191192900072952,-4.755088530712135,-0.1916190102524236,1.6251313776386225,0.125,-0.1916190102524235,0.0,-2.814764228080276,-0.2462860203394923,0.8967794524759559,0.0,0.2222222222222222,9.426440162016137,-0.0111723458972876,0.3702359346642468,1,0
0.0,0.1111111111111111,-0.04945855659771485,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.050275059679505366,-0.4668695745617363,0.07491943898225609,0.0,-0.4668695745617363,0.1111111111111111,-0.1559158946214444,-0.2844958199592799,-0.21674623252807326,0.1111111111111111,0.1111111111111111,1.4628237973430802,-0.0171350102400664,-0.3103448275862069,1,0
0.0,0.1111111111111111,1.129771911515799,0.1111111111111111,0.1111111111111111,-0.3945035917891138,0.47521785360088037,-0.4668695745617363,0.12475366753727371,0.0,-0.4668695745617363,0.1111111111111111,0.13847026145079377,-0.2844958199592799,0.5653464562544375,0.1111111111111111,0.0,7.048510826927935,-0.014426206703052,-0.20871143375680581,1,0
