PAY_AMT3,PAY_2,rate_x_delinquency,max_delinquency,PAY_AMT2,unemp_x_delinquency,limit_x_bill,PAY_AMT6,avg_payment,total_delinquency,PAY_5,LIMIT_BAL_sq,PAY_AMT1,PAY_AMT4,PAY_6,LIMIT_BAL,cpi_risk_norm,PAY_3,PAY_1,PAY_4,PAY_AMT5,true,pred
0.2975316401404072,0.3333333333333333,0.6341326826755145,0.25,-2.476644085611099,0.6341326826755145,-0.17368280894569962,-1.2558335710649353,-0.5450498004453485,0.1111111111111111,0.0,0.2440087145969499,-1.7661756344547435,-0.18804113191678618,0.0,0.2439439807007004,-0.0934470606700971,0.3333333333333333,0.0,0.0,-1.4809843220475034,0,1
0.18040838650574129,0.1111111111111111,0.0836315540568891,0.25,0.2199904243904509,0.083631554056889,1.438977157903644,-1.2558335710649353,-0.07755055680925535,0.05555555555555555,0.1111111111111111,0.39215686274509803,0.24173255425619858,-1.4978381506157068,0.1111111111111111,0.3871513198050401,-0.1995852013098598,0.1111111111111111,0.3333333333333333,0.1111111111111111,-1.4809843220475034,0,1
0.3091352594538665,0.1111111111111111,-0.4668695745617363,0.0,0.4926873395741765,-0.4668695745617363,2.143079676059353,0.30567126224700725,0.757509272893091,0.0,0.1111111111111111,0.11328976034858387,0.5270853668270672,0.2759431547214016,0.1111111111111111,0.0869332819236188,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2846185206312057,1,0
0.04704246806612632,0.1111111111111111,0.6341326826755145,0.25,-2.476644085611099,0.6341326826755145,0.10326728089954758,0.09132639068434217,-0.035269512399188754,0.1111111111111111,0.1111111111111111,-0.25925925925925924,0.236853917298974,0.2582904100803009,0.3333333333333333,-0.9531238224996238,0.3268518037888158,0.3333333333333333,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0,1
-1.8377883046032708,0.0,-0.4668695745617363,0.0,-0.2997212096546743,-0.4668695745617363,-0.19271805516149745,0.04710436391588156,-0.6905718076246504,0.0,0.0,0.5577342047930284,-2.4349041406302154,-0.17052796553103527,0.0,0.5191192900072952,-0.2844958199592799,0.0,0.0,0.1111111111111111,0.06180671916679205,1,0
0.2529015249281053,0.1111111111111111,-0.4668695745617363,0.0,0.2718751554032957,-0.4668695745617363,2.0838895774535717,0.05693515131531388,0.38641451131496085,0.0,0.1111111111111111,0.17647058823529413,0.39541899694300553,0.18992595533910941,0.1111111111111111,0.1673597344439074,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16042040378299907,1,0
0.3091352594538665,0.1111111111111111,0.0836315540568891,0.25,0.33742708388807957,0.083631554056889,4.715386434114315,0.27295236848406923,0.7659218601633497,0.05555555555555555,0.1111111111111111,1.2745098039215685,0.45533257435354596,0.47186486317693166,0.1111111111111111,0.9159689132265976,-0.2278886360321305,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3057862080103784,0,1
-1.8377883046032708,0.3333333333333333,0.6341326826755145,0.25,0.07573644878978295,0.6341326826755145,-0.20274787084185744,-1.2558335710649353,-0.650898611958964,0.1111111111111111,0.0,0.17647058823529413,-2.4349041406302154,-0.40720384079033006,0.0,0.1673597344439074,-0.0807105616274785,0.0,0.0,0.3333333333333333,0.11737112025250039,0,1
-0.09634369408832952,0.1111111111111111,0.0836315540568891,0.25,0.034791834629782185,0.083631554056889,0.04273597443516953,-0.015781955055106312,-0.2650012141948678,0.05555555555555555,0.1111111111111111,0.47276688453159044,0.0096341289758159,-0.020363180020070946,0.1111111111111111,0.4544096728511559,-0.2040541577179534,0.1111111111111111,0.1111111111111111,0.3333333333333333,-0.031672403407900916,0,1
-0.2821281188847721,0.1111111111111111,0.0836315540568891,0.25,-0.10795441966249206,0.083631554056889,-0.22035455273990676,-0.3277839820425376,-0.7346217468771347,0.05555555555555555,0.1111111111111111,-0.3115468409586057,-0.17271227904460282,-0.05583627222743118,0.3333333333333333,-2.102083711231995,1.24375098211194,0.1111111111111111,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0,1
-1.8377883046032708,0.1111111111111111,0.9093832469848272,0.375,-2.476644085611099,0.9093832469848272,-0.13452023633530943,-0.15928541157707074,-0.5024036294373325,0.1388888888888889,0.1111111111111111,-0.25925925925925924,0.2505142518560576,-0.1903938010314825,0.1111111111111111,-0.9531238224996238,0.4796887097258397,0.4444444444444444,0.1111111111111111,0.3333333333333333,-0.19615414354798336,0,1
-1.8377883046032708,0.1111111111111111,0.6341326826755145,0.25,0.5315972218020605,0.6341326826755145,10.08834674790071,0.3690015560971166,1.2750010504425895,0.1111111111111111,0.1111111111111111,1.159041394335512,1.0139288143848975,0.4584973022518919,0.1111111111111111,0.8643003776574393,-0.1669270700889773,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.44322115745148405,0,1
0.2139407496668845,0.1111111111111111,-0.4668695745617363,0.0,0.20593320357301978,-0.4668695745617363,1.8601226474731336,0.21325393916057353,0.36141449630092887,0.0,0.1111111111111111,0.17647058823529413,0.16481545962970515,0.2438839229005706,0.1111111111111111,0.1673597344439074,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.23495795030387784,1,0
-1.8377883046032708,0.3333333333333333,0.6341326826755145,0.25,-2.476644085611099,0.6341326826755145,-0.20597632664844875,-1.2558335710649353,-4.231166616082292,0.1111111111111111,0.0,2.5098039215686274,-1.5640211033661209,-1.4978381506157068,0.0,1.3273719327921307,-0.1995849654476854,0.3333333333333333,0.0,0.0,-1.4809843220475034,0,1
-1.8377883046032708,0.0,-0.4668695745617363,0.0,-0.06351905625755919,-0.4668695745617363,-0.1920859030069537,-0.14181595809853542,-0.649123719868043,0.0,0.1111111111111111,1.6470588235294117,0.0096341289758159,-1.4978381506157068,0.0,1.0629938337787594,-0.2844958199592799,0.0,0.0,0.1111111111111111,-0.1789748063130828,1,0
-0.09634369408832952,0.1111111111111111,-0.4668695745617363,0.0,-0.034586040962693326,-0.4668695745617363,0.023852544287982627,-0.015781955055106312,-0.23053023776812961,0.0,0.1111111111111111,-0.25925925925925924,0.09434158572956174,-0.020363180020070946,0.1111111111111111,-0.9531238224996238,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.007237426191509312,1,0
0.36617670021222426,0.0,-0.4668695745617363,0.0,-2.476644085611099,-0.4668695745617363,-0.18651599544054037,-1.2558335710649353,0.05289396051336311,0.0,0.0,-0.09586056644880174,0.396675588752636,-1.4978381506157068,0.0,-0.2847917733012345,-0.2844958199592799,0.0,0.0,0.0,-1.4809843220475034,1,0
-1.8377883046032708,0.1111111111111111,0.0836315540568891,0.25,-2.476644085611099,0.083631554056889,-0.20593849707069653,-1.2558335710649353,-1.0078858692136146,0.05555555555555555,0.1111111111111111,-0.30501089324618735,0.09397087625544337,-1.4978381506157068,0.1111111111111111,-1.666848273078999,0.4796657853361687,0.3333333333333333,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0,1
-0.033192440231208487,0.1111111111111111,0.6341326826755145,0.25,-2.476644085611099,0.6341326826755145,0.31973832882862707,-1.2558335710649353,-0.05646451238309186,0.1111111111111111,0.1111111111111111,-0.09586056644880174,0.32871493089226683,0.2083672571808811,0.3333333333333333,-0.2847917733012345,0.0211810486223196,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.03400543665492556,0,1
