PAY_1,LIMIT_BAL_sq,cpi_risk_norm,rate_x_delinquency,unemp_x_delinquency,PAY_4,avg_payment,PAY_AMT5,PAY_AMT6,PAY_3,PAY_AMT4,PAY_5,total_delinquency,limit_x_bill,PAY_AMT1,max_delinquency,LIMIT_BAL,PAY_6,PAY_AMT3,PAY_2,PAY_AMT2,true,pred
0.0,0.2440087145969499,-0.0934470606700971,0.6341326826755145,0.6341326826755145,0.0,-0.5450498004453485,-1.4809843220475034,-1.2558335710649353,0.3333333333333333,-0.18804113191678618,0.0,0.1111111111111111,-0.17368280894569962,-1.7661756344547435,0.25,0.2439439807007004,0.0,0.2975316401404072,0.3333333333333333,-2.476644085611099,0,1
0.3333333333333333,0.39215686274509803,-0.1995852013098598,0.0836315540568891,0.083631554056889,0.1111111111111111,-0.07755055680925535,-1.4809843220475034,-1.2558335710649353,0.1111111111111111,-1.4978381506157068,0.1111111111111111,0.05555555555555555,1.438977157903644,0.24173255425619858,0.25,0.3871513198050401,0.1111111111111111,0.18040838650574129,0.1111111111111111,0.2199904243904509,0,1
0.1111111111111111,0.11328976034858387,-0.2844958199592799,-0.4668695745617363,-0.4668695745617363,0.1111111111111111,0.757509272893091,0.2846185206312057,0.30567126224700725,0.1111111111111111,0.2759431547214016,0.1111111111111111,0.0,2.143079676059353,0.5270853668270672,0.0,0.0869332819236188,0.1111111111111111,0.3091352594538665,0.1111111111111111,0.4926873395741765,1,0
0.0,0.5577342047930284,-0.2844958199592799,-0.4668695745617363,-0.4668695745617363,0.1111111111111111,-0.6905718076246504,0.06180671916679205,0.04710436391588156,0.0,-0.17052796553103527,0.0,0.0,-0.19271805516149745,-2.4349041406302154,0.0,0.5191192900072952,0.0,-1.8377883046032708,0.0,-0.2997212096546743,1,0
0.1111111111111111,0.17647058823529413,-0.2844958199592799,-0.4668695745617363,-0.4668695745617363,0.1111111111111111,0.38641451131496085,0.16042040378299907,0.05693515131531388,0.1111111111111111,0.18992595533910941,0.1111111111111111,0.0,2.0838895774535717,0.39541899694300553,0.0,0.1673597344439074,0.1111111111111111,0.2529015249281053,0.1111111111111111,0.2718751554032957,1,0
0.0,0.17647058823529413,-0.0807105616274785,0.6341326826755145,0.6341326826755145,0.3333333333333333,-0.650898611958964,0.11737112025250039,-1.2558335710649353,0.0,-0.40720384079033006,0.0,0.1111111111111111,-0.20274787084185744,-2.4349041406302154,0.25,0.1673597344439074,0.0,-1.8377883046032708,0.3333333333333333,0.07573644878978295,0,1
0.1111111111111111,-0.25925925925925924,0.4796887097258397,0.9093832469848272,0.9093832469848272,0.3333333333333333,-0.5024036294373325,-0.19615414354798336,-0.15928541157707074,0.4444444444444444,-0.1903938010314825,0.1111111111111111,0.1388888888888889,-0.13452023633530943,0.2505142518560576,0.375,-0.9531238224996238,0.1111111111111111,-1.8377883046032708,0.1111111111111111,-2.476644085611099,0,1
0.1111111111111111,0.17647058823529413,-0.2844958199592799,-0.4668695745617363,-0.4668695745617363,0.1111111111111111,0.36141449630092887,0.23495795030387784,0.21325393916057353,0.1111111111111111,0.2438839229005706,0.1111111111111111,0.0,1.8601226474731336,0.16481545962970515,0.0,0.1673597344439074,0.1111111111111111,0.2139407496668845,0.1111111111111111,0.20593320357301978,1,0
0.0,2.5098039215686274,-0.1995849654476854,0.6341326826755145,0.6341326826755145,0.0,-4.231166616082292,-1.4809843220475034,-1.2558335710649353,0.3333333333333333,-1.4978381506157068,0.0,0.1111111111111111,-0.20597632664844875,-1.5640211033661209,0.25,1.3273719327921307,0.0,-1.8377883046032708,0.3333333333333333,-2.476644085611099,0,1
0.0,1.6470588235294117,-0.2844958199592799,-0.4668695745617363,-0.4668695745617363,0.1111111111111111,-0.649123719868043,-0.1789748063130828,-0.14181595809853542,0.0,-1.4978381506157068,0.1111111111111111,0.0,-0.1920859030069537,0.0096341289758159,0.0,1.0629938337787594,0.0,-1.8377883046032708,0.0,-0.06351905625755919,1,0
