PAY_4,total_delinquency,unemp_x_delinquency,PAY_3,cpi_risk_norm,PAY_AMT1,avg_payment,AGE,max_delinquency,PAY_AMT4,PAY_AMT6,PAY_AMT2,rate_x_delinquency,PAY_AMT3,PAY_2,PAY_AMT5,PAY_1,PAY_6,PAY_5,LIMIT_BAL,true,pred
0.0,0.1111111111111111,0.6341326826755145,0.3333333333333333,-0.0934470606700971,-1.7661756344547435,-0.5450498004453485,-0.4950413083649336,0.25,-0.18804113191678618,-1.2558335710649353,-2.476644085611099,0.6341326826755145,0.2975316401404072,0.3333333333333333,-1.4809843220475034,0.0,0.0,0.0,0.2439439807007004,0,1
0.1111111111111111,0.0,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.5270853668270672,0.757509272893091,0.74923519556253,0.0,0.2759431547214016,0.30567126224700725,0.4926873395741765,-0.4668695745617363,0.3091352594538665,0.1111111111111111,0.2846185206312057,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0869332819236188,1,0
0.1111111111111111,0.0,-0.4668695745617363,0.0,-0.2844958199592799,-2.4349041406302154,-0.6905718076246504,-0.6416298188340922,0.0,-0.17052796553103527,0.04710436391588156,-0.2997212096546743,-0.4668695745617363,-1.8377883046032708,0.0,0.06180671916679205,0.0,0.0,0.0,0.5191192900072952,1,0
0.1111111111111111,0.0,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.39541899694300553,0.38641451131496085,-1.31171478496986,0.0,0.18992595533910941,0.05693515131531388,0.2718751554032957,-0.4668695745617363,0.2529015249281053,0.1111111111111111,0.16042040378299907,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1673597344439074,1,0
0.1111111111111111,0.05555555555555555,0.083631554056889,0.3333333333333333,-0.2278886360321305,0.45533257435354596,0.7659218601633497,-0.0953809513297535,0.25,0.47186486317693166,0.27295236848406923,0.33742708388807957,0.0836315540568891,0.3091352594538665,0.1111111111111111,0.3057862080103784,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.9159689132265976,0,1
0.3333333333333333,0.05555555555555555,0.083631554056889,0.1111111111111111,-0.2040541577179534,0.0096341289758159,-0.2650012141948678,-0.222430806752854,0.25,-0.020363180020070946,-0.015781955055106312,0.034791834629782185,0.0836315540568891,-0.09634369408832952,0.1111111111111111,-0.031672403407900916,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4544096728511559,0,1
0.0,0.0,-0.4668695745617363,0.0,-0.2844958199592799,-0.5828964244887175,-1.2163208703955142,1.5129114345882186,0.0,-0.26626552996092573,-0.2221689412940948,-0.5739540108794664,-0.4668695745617363,-0.38617961722740235,0.0,-0.2728874586092021,0.0,0.0,0.0,0.3170934418812415,0,1
0.3333333333333333,0.1388888888888889,0.9093832469848272,0.4444444444444444,0.4796887097258397,0.2505142518560576,-0.5024036294373325,-0.3554890506588386,0.375,-0.1903938010314825,-0.15928541157707074,-2.476644085611099,0.9093832469848272,-1.8377883046032708,0.1111111111111111,-0.19615414354798336,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0,1
0.1111111111111111,0.0,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.16481545962970515,0.36141449630092887,0.74923519556253,0.0,0.2438839229005706,0.21325393916057353,0.20593320357301978,-0.4668695745617363,0.2139407496668845,0.1111111111111111,0.23495795030387784,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1673597344439074,1,0
0.0,0.1111111111111111,0.6341326826755145,0.3333333333333333,-0.1995849654476854,-1.5640211033661209,-4.231166616082292,0.3608480215924758,0.25,-1.4978381506157068,-1.2558335710649353,-2.476644085611099,0.6341326826755145,-1.8377883046032708,0.3333333333333333,-1.4809843220475034,0.0,0.0,0.0,1.3273719327921307,0,1
0.1111111111111111,0.1111111111111111,0.6341326826755145,0.1111111111111111,-0.1753248079449351,-2.4349041406302154,-0.5454285623701993,1.1620705813604253,0.25,0.0009689888153921288,-0.22104007035793238,0.0005498882796469942,0.6341326826755145,0.0015416773234000606,0.3333333333333333,-0.16309645901177303,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.9662521913648202,1,0
0.1111111111111111,0.0,-0.4668695745617363,0.0,-0.2844958199592799,0.0096341289758159,-0.649123719868043,0.4636163081257023,0.0,-1.4978381506157068,-0.14181595809853542,-0.06351905625755919,-0.4668695745617363,-1.8377883046032708,0.0,-0.1789748063130828,0.0,0.0,0.1111111111111111,1.0629938337787594,1,0
0.1111111111111111,0.0,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.09434158572956174,-0.23053023776812961,-0.4950413083649336,0.0,-0.020363180020070946,-0.015781955055106312,-0.034586040962693326,-0.4668695745617363,-0.09634369408832952,0.1111111111111111,0.007237426191509312,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.9531238224996238,1,0
