PAY_6,LIMIT_BAL,PAY_2,PAY_1,cpi_risk_norm,avg_payment,LIMIT_BAL_sq,gdp_x_payment_ratio,PAY_4,PAY_AMT3,unemp_x_delinquency,total_delinquency,is_anomaly,payment_ratio,max_delinquency,PAY_AMT1,rate_x_delinquency,PAY_5,PAY_AMT2,PAY_3,true,pred
0.1111111111111111,0.3871513198050401,0.1111111111111111,0.3333333333333333,-0.1995852013098598,-0.1825512428713263,0.2323049001814882,-0.0172662356855319,0.1111111111111111,0.20258527999812884,0.083631554056889,0.05555555555555555,0,-0.10658527006001806,0.25,0.418285773844652,0.0836315540568891,0.1111111111111111,0.3165280620467471,0.1111111111111111,0,1
0.1111111111111111,0.0869332819236188,0.1111111111111111,0.1111111111111111,-0.2844958199592799,0.6232416701602216,0.0,-0.0171490115364139,0.1111111111111111,0.4129095728616361,-0.4668695745617363,0.0,0,-0.05555377724420414,0.0,0.9698125877403967,-0.4668695745617363,0.1111111111111111,0.7855237563847912,0.1111111111111111,1,0
0.0,0.5191192900072952,0.0,0.0,-0.2844958199592799,-0.7740875159319682,0.3702359346642468,-0.0151182391955432,0.1111111111111111,-3.0949063951708156,-0.4668695745617363,0.0,0,0.8285076120127138,0.0,-4.755088530712135,-0.4668695745617363,0.0,-0.5772939986110899,0.0,1,0
0.1111111111111111,0.1673597344439074,0.1111111111111111,0.1111111111111111,-0.2844958199592799,0.2651529221367708,0.05263157894736842,-0.0172395379584333,0.1111111111111111,0.32103038572429976,-0.4668695745617363,0.0,0,-0.09496287929088351,0.0,0.7153292594524013,-0.4668695745617363,0.1111111111111111,0.40576161802781613,0.1111111111111111,1,0
0.0,0.1673597344439074,0.3333333333333333,0.0,-0.0807105616274785,-0.7358047740640963,0.05263157894736842,-0.0149873201175282,0.3333333333333333,-3.0949063951708156,0.6341326826755145,0.1111111111111111,0,0.8855009537383404,0.25,-4.755088530712135,0.6341326826755145,0.0,0.06843397047157357,0.0,0,1
0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.1111111111111111,0.4796887097258397,-0.5925141974124506,-0.3103448275862069,-0.0170812652573491,0.3333333333333333,-3.0949063951708156,0.9093832469848272,0.1388888888888889,0,-0.02606161390236702,0.375,0.43525894349456834,0.9093832469848272,0.1111111111111111,-4.321258080645877,0.4444444444444444,0,1
0.1111111111111111,0.1673597344439074,0.1111111111111111,0.1111111111111111,-0.2844958199592799,0.24102909985786913,0.05263157894736842,-0.0172295110959198,0.1111111111111111,0.2573731452541417,-0.4668695745617363,0.0,0,-0.09059785923166909,0.0,0.2696212495623417,-0.4668695745617363,0.1111111111111111,0.29235185883120085,0.1111111111111111,1,0
0.0,1.3273719327921307,0.3333333333333333,0.0,-0.1995849654476854,-4.190592660944623,1.9963702359346642,-0.0173715695537409,0.0,-3.0949063951708156,0.6341326826755145,0.1111111111111111,0,-0.1524405360544235,0.25,-3.0718552641788786,0.6341326826755145,0.0,-4.321258080645877,0.3333333333333333,0,1
0.0,1.0629938337787594,0.0,0.0,-0.2844958199592799,-0.7340920878380449,1.2776769509981851,-0.0138164046205094,0.1111111111111111,-3.0949063951708156,-0.4668695745617363,0.0,0,1.395238633419841,0.0,-0.030311539256362482,-0.4668695745617363,0.1111111111111111,-0.17106353992773332,0.0,1,0
0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.1111111111111111,-0.2844958199592799,-0.3301693396470114,-0.3103448275862069,-0.0172118275166326,0.1111111111111111,-0.24959447327614714,-0.4668695745617363,0.0,0,-0.08289962080431196,0.0,0.13341011225181146,-0.4668695745617363,0.1111111111111111,-0.12130331587691619,0.1111111111111111,1,0
0.0,-0.2847917733012345,0.0,0.0,-0.2844958199592799,-0.05667850433970106,-0.17422867513611615,-0.014356541154847,0.0,0.5061084552445859,-0.4668695745617363,0.0,0,1.1600995952694124,0.0,0.7177579864408934,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.1111111111111111,-1.666848273078999,0.1111111111111111,0.1111111111111111,0.4796657853361687,-1.0802804531790908,-0.3484573502722323,-0.0171832827663659,0.1111111111111111,-3.0949063951708156,0.083631554056889,0.05555555555555555,0,-0.07047316064977553,0.25,0.13269360901044008,0.0836315540568891,0.1111111111111111,-4.321258080645877,0.3333333333333333,0,1
0.0,1.486110633212629,0.0,0.0,-0.2844958199592799,1.702319774475024,2.5480943738656987,-0.0126577450223526,0.0,-2.146606299777608,-0.4668695745617363,0.0,0,1.899640920868354,0.0,-0.13420324118399174,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.0,0.5191192900072952,0.0,0.2222222222222222,-0.2462860203394923,0.8967794524759559,0.3702359346642468,-0.0111723458972876,0.0,0.9100135964128244,-0.1916190102524236,0.027777777777777776,0,2.546283573851776,0.125,-4.755088530712135,-0.1916190102524235,0.0,1.6251313776386225,0.0,1,0
0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.1111111111111111,-0.2844958199592799,-0.21674623252807326,-0.3103448275862069,-0.0171350102400664,0.1111111111111111,-0.08274428171137979,-0.4668695745617363,0.0,0,-0.04945855659771485,0.0,0.050275059679505366,-0.4668695745617363,0.1111111111111111,0.07491943898225609,0.1111111111111111,1,0
0.0,-1.666848273078999,0.0,0.2222222222222222,0.0975849826884444,-1.7342699187529018,-0.3484573502722323,-0.0142822784692434,0.1111111111111111,-3.0949063951708156,-0.1916190102524236,0.027777777777777776,0,1.192428562767796,0.125,-4.755088530712135,-0.1916190102524235,0.1111111111111111,-0.9297151947219351,0.0,0,1
0.1111111111111111,-0.3945035917891138,0.1111111111111111,0.0,-0.2844958199592799,0.5653464562544375,-0.20871143375680581,-0.014426206703052,0.1111111111111111,0.11020490346463009,-0.4668695745617363,0.0,0,1.129771911515799,0.0,0.47521785360088037,-0.4668695745617363,0.1111111111111111,0.12475366753727371,0.1111111111111111,1,0
0.0,1.0152348983243975,0.0,0.2222222222222222,-0.2581441931243478,-4.959556673683751,1.1705989110707804,-0.0173918084564822,0.0,-3.0949063951708156,-0.1916190102524236,0.027777777777777776,0,-0.16125119006736108,0.125,-4.755088530712135,-0.1916190102524235,0.0,-4.321258080645877,0.0,0,1
0.0,-0.5135592262370264,0.1111111111111111,0.1111111111111111,-0.2844958199592799,-0.7416913489668269,-0.2395644283121597,-0.0172234834268224,0.1111111111111111,-0.24877243408383018,-0.4668695745617363,0.0,0,-0.08797381841280602,0.0,-0.13127304604343448,-0.4668695745617363,0.1111111111111111,-0.08763876442566432,0.1111111111111111,1,0
0.0,1.8373853869087895,0.0,0.2222222222222222,-0.269211854259697,1.4066385855629433,4.181488203266787,-0.0103627612854655,0.0,1.377177052225904,-0.1916190102524236,0.027777777777777776,0,2.8987221422939795,0.125,-0.7378859766215805,-0.1916190102524235,0.0,1.0189403510475612,0.0,1,0
0.1111111111111111,0.2439439807007004,0.3333333333333333,0.2222222222222222,-0.0456848708478014,0.29098093697579164,0.1088929219600726,-0.0172292159801223,0.1111111111111111,0.60649715932867,0.9093832469848272,0.1388888888888889,0,-0.09046938570627497,0.25,-4.755088530712135,0.9093832469848272,0.3333333333333333,0.6672928945168949,0.1111111111111111,0,1
0.8888888888888888,-0.1828566844305228,0.3333333333333333,0.3333333333333333,1.9386106998017067,-4.959556673683751,-0.13611615245009073,-0.0173918084564822,0.8888888888888888,-3.0949063951708156,8.341148483336271,0.8888888888888888,1,-0.16125119006736108,0.875,-4.755088530712135,8.34114848333627,0.8888888888888888,-4.321258080645877,0.8888888888888888,0,1
0.0,0.1673597344439074,0.0,0.0,-0.2844958199592799,-4.959556673683751,0.05263157894736842,-0.0173918084564822,0.0,-3.0949063951708156,-0.4668695745617363,0.0,0,-0.16125119006736108,0.0,-4.755088530712135,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.0,0.5191192900072952,0.0,0.0,-0.2080762207197047,-0.7785033105672183,0.3702359346642468,-0.0134621882915014,0.1111111111111111,-3.0949063951708156,0.083631554056889,0.05555555555555555,0,1.5494405464644398,0.25,0.04286393398568506,0.0836315540568891,0.1111111111111111,-4.321258080645877,0.3333333333333333,1,0
0.1111111111111111,-1.666848273078999,0.3333333333333333,0.2222222222222222,0.861746587983893,-0.6224381233584007,-0.3484573502722323,-0.0171723834050312,0.1111111111111111,-0.08274428171137979,0.3588821183662018,0.08333333333333333,0,-0.06572831341621392,0.25,-4.755088530712135,0.3588821183662018,0.1111111111111111,-0.24661117247792613,0.1111111111111111,0,1
0.1111111111111111,-1.3723900433022265,0.1111111111111111,0.1111111111111111,-0.2844958199592799,-0.3152005538387588,-0.3393829401088929,-0.0169626617250349,0.1111111111111111,-0.4844103108749886,-0.4668695745617363,0.0,0,0.025570369377182524,0.0,0.4723188152851324,-0.4668695745617363,0.1111111111111111,-0.2657090919451877,0.1111111111111111,1,0
0.0,0.5191192900072952,0.0,0.0,-0.2844958199592799,-0.8763976240772376,0.3702359346642468,-0.0152356369728672,0.0,-0.6367449288562597,-0.4668695745617363,0.0,0,0.7774005331797246,0.0,-0.6071901157331824,-0.4668695745617363,0.0,-0.27803738391473914,0.0,1,0
0.0,0.1673597344439074,0.0,0.0,-0.2844958199592799,-4.959556673683751,0.05263157894736842,-0.0173918084564822,0.0,-3.0949063951708156,-0.4668695745617363,0.0,0,-0.16125119006736108,0.0,-4.755088530712135,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.0,1.486110633212629,0.0,0.0,-0.2844958199592799,-0.5287714812258132,2.5480943738656987,-0.0137955154380804,0.0,0.17813185395678188,-0.4668695745617363,0.0,0,1.4043323753755432,0.0,-4.755088530712135,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.1111111111111111,-0.5135592262370264,0.3333333333333333,0.3333333333333333,0.0975993105394455,-0.15261272446082014,-0.2395644283121597,-0.0172445100553929,0.1111111111111111,0.035666533899452305,0.6341326826755145,0.1111111111111111,0,-0.09712739515371688,0.25,-4.755088530712135,0.6341326826755145,0.1111111111111111,0.034048522542284965,0.1111111111111111,0,1
0.0,-0.9531238224996238,0.0,0.0,-0.2844958199592799,-1.6882064814575903,-0.3103448275862069,-0.017283223935656,0.0,-3.0949063951708156,-0.4668695745617363,0.0,0,-0.11398080903971017,0.0,-0.4608380511121482,-0.4668695745617363,0.0,-4.321258080645877,0.0,1,0
0.1111111111111111,0.8643003776574393,0.0,0.0,-0.2844958199592799,0.4541406133496498,0.8711433756805808,-0.014850055820175,0.1111111111111111,0.035666533899452305,-0.4668695745617363,0.0,0,0.9452565762525614,0.0,0.02436690244256856,-0.4668695745617363,0.1111111111111111,1.1606494565935317,0.0,1,0
0.0,0.0869332819236188,0.0,0.2222222222222222,-0.2299105088989508,-4.959556673683751,0.0,-0.0173918084564822,0.0,-3.0949063951708156,-0.1916190102524236,0.027777777777777776,0,-0.16125119006736108,0.125,-4.755088530712135,-0.1916190102524235,0.0,-4.321258080645877,0.0,0,1
0.3333333333333333,-1.666848273078999,0.1111111111111111,0.1111111111111111,0.4796657853361687,-0.5297022885643404,-0.3484573502722323,-0.0170757729790787,0.1111111111111111,-0.4106588906377609,0.083631554056889,0.05555555555555555,0,-0.023670646160610088,0.25,-0.337351004074052,0.0836315540568891,0.1111111111111111,-0.15299937553885104,0.1111111111111111,1,0
0.1111111111111111,-1.3723900433022265,0.3333333333333333,0.2222222222222222,1.498577642135315,-0.4944678432424688,-0.3393829401088929,-0.0172223625404902,0.3333333333333333,-2.2385060743577045,1.4598843756034523,0.19444444444444442,0,-0.08748586005921069,0.25,-0.16893244176358863,1.4598843756034523,0.1111111111111111,-0.39556095327027846,0.3333333333333333,0,1
0.1111111111111111,-1.3723900433022265,0.1111111111111111,0.1111111111111111,-0.2844958199592799,0.6138287195795089,-0.3393829401088929,-0.0164648342663129,0.1111111111111111,-0.24959447327614714,-0.4668695745617363,0.0,0,0.2422908879259925,0.0,-0.20902154212594073,-0.4668695745617363,0.0,-0.17451544784022996,0.1111111111111111,1,0
