unemp_x_delinquency,SEX,MARRIAGE_2,avg_payment,PAY_AMT6,LIMIT_BAL,PAY_2,rate_x_delinquency,PAY_1,PAY_AMT3,max_delinquency,cpi_risk_norm,PAY_AMT5,PAY_AMT1,PAY_AMT2,LIMIT_BAL_sq,total_delinquency,PAY_3,PAY_4,PAY_AMT4,true,pred
0.083631554056889,1,0,-0.07755055680925535,-1.2558335710649353,0.3871513198050401,0.1111111111111111,0.0836315540568891,0.3333333333333333,0.18040838650574129,0.25,-0.1995852013098598,-1.4809843220475034,0.24173255425619858,0.2199904243904509,0.39215686274509803,0.05555555555555555,0.1111111111111111,0.1111111111111111,-1.4978381506157068,0,1
-0.4668695745617363,1,0,0.757509272893091,0.30567126224700725,0.0869332819236188,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.3091352594538665,0.0,-0.2844958199592799,0.2846185206312057,0.5270853668270672,0.4926873395741765,0.11328976034858387,0.0,0.1111111111111111,0.1111111111111111,0.2759431547214016,1,0
0.6341326826755145,0,0,-0.035269512399188754,0.09132639068434217,-0.9531238224996238,0.1111111111111111,0.6341326826755145,0.1111111111111111,0.04704246806612632,0.25,0.3268518037888158,-1.4809843220475034,0.236853917298974,-2.476644085611099,-0.25925925925925924,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2582904100803009,0,1
-0.4668695745617363,0,1,-0.6905718076246504,0.04710436391588156,0.5191192900072952,0.0,-0.4668695745617363,0.0,-1.8377883046032708,0.0,-0.2844958199592799,0.06180671916679205,-2.4349041406302154,-0.2997212096546743,0.5577342047930284,0.0,0.0,0.1111111111111111,-0.17052796553103527,1,0
-0.4668695745617363,1,0,0.38641451131496085,0.05693515131531388,0.1673597344439074,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.2529015249281053,0.0,-0.2844958199592799,0.16042040378299907,0.39541899694300553,0.2718751554032957,0.17647058823529413,0.0,0.1111111111111111,0.1111111111111111,0.18992595533910941,1,0
0.083631554056889,0,1,-0.7346217468771347,-0.3277839820425376,-2.102083711231995,0.1111111111111111,0.0836315540568891,0.1111111111111111,-0.2821281188847721,0.25,1.24375098211194,-1.4809843220475034,-0.17271227904460282,-0.10795441966249206,-0.3115468409586057,0.05555555555555555,0.1111111111111111,0.1111111111111111,-0.05583627222743118,0,1
-0.4668695745617363,0,0,-1.2163208703955142,-0.2221689412940948,0.3170934418812415,0.0,-0.4668695745617363,0.0,-0.38617961722740235,0.0,-0.2844958199592799,-0.2728874586092021,-0.5828964244887175,-0.5739540108794664,0.3159041394335512,0.0,0.0,0.0,-0.26626552996092573,0,1
0.9093832469848272,0,1,-0.5024036294373325,-0.15928541157707074,-0.9531238224996238,0.1111111111111111,0.9093832469848272,0.1111111111111111,-1.8377883046032708,0.375,0.4796887097258397,-0.19615414354798336,0.2505142518560576,-2.476644085611099,-0.25925925925925924,0.1388888888888889,0.4444444444444444,0.3333333333333333,-0.1903938010314825,0,1
-0.4668695745617363,1,0,0.36141449630092887,0.21325393916057353,0.1673597344439074,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.2139407496668845,0.0,-0.2844958199592799,0.23495795030387784,0.16481545962970515,0.20593320357301978,0.17647058823529413,0.0,0.1111111111111111,0.1111111111111111,0.2438839229005706,1,0
0.6341326826755145,1,0,-4.231166616082292,-1.2558335710649353,1.3273719327921307,0.3333333333333333,0.6341326826755145,0.0,-1.8377883046032708,0.25,-0.1995849654476854,-1.4809843220475034,-1.5640211033661209,-2.476644085611099,2.5098039215686274,0.1111111111111111,0.3333333333333333,0.0,-1.4978381506157068,0,1
