total_delinquency,avg_payment,PAY_4,PAY_6,PAY_1,LIMIT_BAL,PAY_5,PAY_AMT4,unemp_x_delinquency,PAY_2,cpi_risk_norm,LIMIT_BAL_sq,rate_x_delinquency,PAY_AMT2,gdp_x_payment_ratio,PAY_AMT1,payment_ratio,max_delinquency,PAY_3,BILL_AMT_PC2,true,pred
0.1111111111111111,-0.6336657187093614,0.0,0.0,0.0,0.2439439807007004,0.0,-0.4576673637367807,0.6341326826755145,0.3333333333333333,-0.0934470606700971,0.1088929219600726,0.6341326826755145,-4.321258080645877,-0.0158484443161074,-3.462577344124057,0.5106255233430786,0.25,0.3333333333333333,7.979934323775152,0,1
0.05555555555555555,-0.1825512428713263,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3871513198050401,0.1111111111111111,-2.814764228080276,0.083631554056889,0.1111111111111111,-0.1995852013098598,0.2323049001814882,0.0836315540568891,0.3165280620467471,-0.0172662356855319,0.418285773844652,-0.10658527006001806,0.25,0.1111111111111111,-3.5734180859824605,0,1
0.0,0.6232416701602216,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.1111111111111111,0.377313852074737,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.0,-0.4668695745617363,0.7855237563847912,-0.0171490115364139,0.9698125877403967,-0.05555377724420414,0.0,0.1111111111111111,2.8107101276628397,1,0
0.1111111111111111,-0.1417520513291492,0.1111111111111111,0.3333333333333333,0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.34554615948834894,0.6341326826755145,0.1111111111111111,0.3268518037888158,-0.3103448275862069,0.6341326826755145,-4.321258080645877,-0.0172070705307098,0.4088563973723109,-0.08082874978696977,0.25,0.3333333333333333,5.455373027890314,0,1
0.0,-0.7740875159319682,0.1111111111111111,0.0,0.0,0.5191192900072952,0.0,-0.4261508547027436,-0.4668695745617363,0.0,-0.2844958199592799,0.3702359346642468,-0.4668695745617363,-0.5772939986110899,-0.0151182391955432,-4.755088530712135,0.8285076120127138,0.0,0.0,8.557116593022174,1,0
0.0,0.2651529221367708,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.1111111111111111,0.2225182096590812,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.05263157894736842,-0.4668695745617363,0.40576161802781613,-0.0172395379584333,0.7153292594524013,-0.09496287929088351,0.0,0.1111111111111111,-0.25320824975452794,1,0
0.1111111111111111,-0.7358047740640963,0.3333333333333333,0.0,0.0,0.1673597344439074,0.0,-0.8520702570797554,0.6341326826755145,0.3333333333333333,-0.0807105616274785,0.05263157894736842,0.6341326826755145,0.06843397047157357,-0.0149873201175282,-4.755088530712135,0.8855009537383404,0.25,0.0,9.247885879809033,0,1
0.1388888888888889,-0.5925141974124506,0.3333333333333333,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.1111111111111111,-0.4619012021971836,0.9093832469848272,0.1111111111111111,0.4796887097258397,-0.3103448275862069,0.9093832469848272,-4.321258080645877,-0.0170812652573491,0.43525894349456834,-0.02606161390236702,0.375,0.4444444444444444,7.684728594983055,0,1
0.0,0.24102909985786913,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.1111111111111111,0.31962039750174853,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0.05263157894736842,-0.4668695745617363,0.29235185883120085,-0.0172295110959198,0.2696212495623417,-0.09059785923166909,0.0,0.1111111111111111,4.216197480476224,1,0
0.1111111111111111,-4.190592660944623,0.0,0.0,0.0,1.3273719327921307,0.0,-2.814764228080276,0.6341326826755145,0.3333333333333333,-0.1995849654476854,1.9963702359346642,0.6341326826755145,-4.321258080645877,-0.0173715695537409,-3.0718552641788786,-0.1524405360544235,0.25,0.3333333333333333,9.26873898797074,0,1
