gdp_x_payment_ratio,PAY_AMT4,avg_payment,PAY_3,BILL_AMT_PC2,unemp_x_delinquency,PAY_5,PAY_4,PAY_AMT2,payment_ratio,PAY_2,LIMIT_BAL_sq,total_delinquency,max_delinquency,cpi_risk_norm,rate_x_delinquency,PAY_1,PAY_6,LIMIT_BAL,PAY_AMT1,true,pred
-0.0172662356855319,-2.814764228080276,-0.1825512428713263,0.1111111111111111,-3.5734180859824605,0.083631554056889,0.1111111111111111,0.1111111111111111,0.3165280620467471,-0.10658527006001806,0.1111111111111111,0.2323049001814882,0.05555555555555555,0.25,-0.1995852013098598,0.0836315540568891,0.3333333333333333,0.1111111111111111,0.3871513198050401,0.418285773844652,0,1
-0.0171490115364139,0.377313852074737,0.6232416701602216,0.1111111111111111,2.8107101276628397,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.7855237563847912,-0.05555377724420414,0.1111111111111111,0.0,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.9698125877403967,1,0
-0.0172070705307098,0.34554615948834894,-0.1417520513291492,0.3333333333333333,5.455373027890314,0.6341326826755145,0.1111111111111111,0.1111111111111111,-4.321258080645877,-0.08082874978696977,0.1111111111111111,-0.3103448275862069,0.1111111111111111,0.25,0.3268518037888158,0.6341326826755145,0.1111111111111111,0.3333333333333333,-0.9531238224996238,0.4088563973723109,0,1
-0.0151182391955432,-0.4261508547027436,-0.7740875159319682,0.0,8.557116593022174,-0.4668695745617363,0.0,0.1111111111111111,-0.5772939986110899,0.8285076120127138,0.0,0.3702359346642468,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.0,0.0,0.5191192900072952,-4.755088530712135,1,0
-0.0172395379584333,0.2225182096590812,0.2651529221367708,0.1111111111111111,-0.25320824975452794,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.40576161802781613,-0.09496287929088351,0.1111111111111111,0.05263157894736842,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.7153292594524013,1,0
-0.0170589485144743,-0.21975289624601174,-0.8165936066413897,0.1111111111111111,8.41015082429672,0.083631554056889,0.1111111111111111,0.1111111111111111,-0.24748535826483906,-0.0163464083559408,0.1111111111111111,-0.35390199637023595,0.05555555555555555,0.25,1.24375098211194,0.0836315540568891,0.1111111111111111,0.3333333333333333,-2.102083711231995,-0.3827486942812785,0,1
-0.0170812652573491,-0.4619012021971836,-0.5925141974124506,0.4444444444444444,7.684728594983055,0.9093832469848272,0.1111111111111111,0.3333333333333333,-4.321258080645877,-0.02606161390236702,0.1111111111111111,-0.3103448275862069,0.1388888888888889,0.375,0.4796887097258397,0.9093832469848272,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.43525894349456834,0,1
-0.0172295110959198,0.31962039750174853,0.24102909985786913,0.1111111111111111,4.216197480476224,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.29235185883120085,-0.09059785923166909,0.1111111111111111,0.05263157894736842,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.2696212495623417,1,0
-0.0173918084564822,-2.814764228080276,-4.959556673683751,0.0,6.3773855414638,-0.4668695745617363,0.0,0.0,-4.321258080645877,-0.16125119006736108,0.1111111111111111,-0.3103448275862069,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0.0,-0.9531238224996238,-4.755088530712135,0,1
-0.0173715695537409,-2.814764228080276,-4.190592660944623,0.3333333333333333,9.26873898797074,0.6341326826755145,0.0,0.0,-4.321258080645877,-0.1524405360544235,0.3333333333333333,1.9963702359346642,0.1111111111111111,0.25,-0.1995849654476854,0.6341326826755145,0.0,0.0,1.3273719327921307,-3.0718552641788786,0,1
-0.0138164046205094,-2.814764228080276,-0.7340920878380449,0.0,9.705216326681827,-0.4668695745617363,0.1111111111111111,0.1111111111111111,-0.17106353992773332,1.395238633419841,0.0,1.2776769509981851,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.0,0.0,1.0629938337787594,-0.030311539256362482,1,0
-0.0172118275166326,-0.1559158946214444,-0.3301693396470114,0.1111111111111111,2.4978596428029216,-0.4668695745617363,0.1111111111111111,0.1111111111111111,-0.12130331587691619,-0.08289962080431196,0.1111111111111111,-0.3103448275862069,0.0,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.13341011225181146,1,0
