PAY_4,rate_x_delinquency,PAY_AMT6,PAY_3,avg_payment,PAY_AMT2,PAY_AMT4,PAY_AMT1,unemp_x_delinquency,total_delinquency,LIMIT_BAL,AGE,PAY_AMT3,max_delinquency,PAY_2,PAY_5,PAY_6,PAY_AMT5,PAY_1,cpi_risk_norm,true,pred
0.1111111111111111,0.0836315540568891,-1.2558335710649353,0.1111111111111111,-0.07755055680925535,0.2199904243904509,-1.4978381506157068,0.24173255425619858,0.083631554056889,0.05555555555555555,0.3871513198050401,-0.7958621975017078,0.18040838650574129,0.25,0.1111111111111111,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0.3333333333333333,-0.1995852013098598,0,1
0.1111111111111111,-0.4668695745617363,0.30567126224700725,0.1111111111111111,0.757509272893091,0.4926873395741765,0.2759431547214016,0.5270853668270672,-0.4668695745617363,0.0,0.0869332819236188,0.74923519556253,0.3091352594538665,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2846185206312057,0.1111111111111111,-0.2844958199592799,1,0
0.1111111111111111,-0.4668695745617363,0.04710436391588156,0.0,-0.6905718076246504,-0.2997212096546743,-0.17052796553103527,-2.4349041406302154,-0.4668695745617363,0.0,0.5191192900072952,-0.6416298188340922,-1.8377883046032708,0.0,0.0,0.0,0.0,0.06180671916679205,0.0,-0.2844958199592799,1,0
0.1111111111111111,-0.4668695745617363,0.05693515131531388,0.1111111111111111,0.38641451131496085,0.2718751554032957,0.18992595533910941,0.39541899694300553,-0.4668695745617363,0.0,0.1673597344439074,-1.31171478496986,0.2529015249281053,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16042040378299907,0.1111111111111111,-0.2844958199592799,1,0
0.3333333333333333,0.6341326826755145,-1.2558335710649353,0.0,-0.650898611958964,0.07573644878978295,-0.40720384079033006,-2.4349041406302154,0.6341326826755145,0.1111111111111111,0.1673597344439074,0.1423961078279921,-1.8377883046032708,0.25,0.3333333333333333,0.0,0.0,0.11737112025250039,0.0,-0.0807105616274785,0,1
0.1111111111111111,0.9093832469848272,0.2340719492843135,0.1111111111111111,0.1318636685774619,0.33742708388807957,-1.4978381506157068,-2.4349041406302154,0.9093832469848272,0.1388888888888889,-1.666848273078999,-1.504321540361816,0.014034990316691802,0.25,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2589858554836899,0.2222222222222222,1.6259081932793418,1,0
0.3333333333333333,0.9093832469848272,-0.15928541157707074,0.4444444444444444,-0.5024036294373325,-2.476644085611099,-0.1903938010314825,0.2505142518560576,0.9093832469848272,0.1388888888888889,-0.9531238224996238,-0.3554890506588386,-1.8377883046032708,0.375,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.19615414354798336,0.1111111111111111,0.4796887097258397,0,1
0.1111111111111111,-0.4668695745617363,0.21325393916057353,0.1111111111111111,0.36141449630092887,0.20593320357301978,0.2438839229005706,0.16481545962970515,-0.4668695745617363,0.0,0.1673597344439074,0.74923519556253,0.2139407496668845,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.23495795030387784,0.1111111111111111,-0.2844958199592799,1,0
0.1111111111111111,-0.4668695745617363,-0.14181595809853542,0.0,-0.649123719868043,-0.06351905625755919,-1.4978381506157068,0.0096341289758159,-0.4668695745617363,0.0,1.0629938337787594,0.4636163081257023,-1.8377883046032708,0.0,0.0,0.1111111111111111,0.0,-0.1789748063130828,0.0,-0.2844958199592799,1,0
0.1111111111111111,-0.4668695745617363,-0.015781955055106312,0.1111111111111111,-0.23053023776812961,-0.034586040962693326,-0.020363180020070946,0.09434158572956174,-0.4668695745617363,0.0,-0.9531238224996238,-0.4950413083649336,-0.09634369408832952,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.007237426191509312,0.1111111111111111,-0.2844958199592799,1,0
0.0,-0.4668695745617363,-1.2558335710649353,0.0,0.05289396051336311,-2.476644085611099,-1.4978381506157068,0.396675588752636,-0.4668695745617363,0.0,-0.2847917733012345,1.2366750160392723,0.36617670021222426,0.0,0.0,0.0,0.0,-1.4809843220475034,0.0,-0.2844958199592799,1,0
0.0,-0.4668695745617363,0.33371963233296775,0.0,1.8757801877297058,-2.476644085611099,-0.9664272818553127,-0.04411808868776136,-0.4668695745617363,0.0,1.486110633212629,-0.222430806752854,-1.2573907469345689,0.0,0.0,0.0,0.0,1.0737893961039806,0.0,-0.2844958199592799,1,0
0.0,-0.1916190102524235,-1.2558335710649353,0.0,1.0409821233285375,0.9808760608028969,-1.4978381506157068,-2.4349041406302154,-0.1916190102524236,0.027777777777777776,0.5191192900072952,-0.6416298188340922,0.6133827888783597,0.125,0.0,0.0,0.0,0.33687966201807745,0.2222222222222222,-0.2462860203394923,1,0
0.1111111111111111,-0.4668695745617363,0.10854127650719715,0.1111111111111111,-0.11298753047536485,0.07950741572558931,-0.020363180020070946,0.051328588941306034,-0.4668695745617363,0.0,-0.9531238224996238,1.6391892378370123,0.005775291400744047,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.031672403407900916,0.1111111111111111,-0.2844958199592799,1,0
0.1111111111111111,-0.1916190102524235,-0.1845109244123129,0.0,-1.6856286526473698,-0.504636039758671,-1.4978381506157068,-2.4349041406302154,-0.1916190102524236,0.027777777777777776,-1.666848273078999,1.1620705813604253,-1.8377883046032708,0.125,0.0,0.1111111111111111,0.0,-0.42846419375793426,0.2222222222222222,0.0975849826884444,0,1
0.1111111111111111,-0.4668695745617363,0.5388576644625616,0.1111111111111111,0.6975112675956032,0.10848346083980917,0.14322199774777064,0.2711884731247592,-0.4668695745617363,0.0,-0.3945035917891138,-0.7958621975017078,0.12386790403924361,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.1037293645278738,0.0,-0.2844958199592799,1,0
0.0,-0.1916190102524235,-1.2558335710649353,0.0,-5.028059896155144,-2.476644085611099,-1.4978381506157068,-2.4349041406302154,-0.1916190102524236,0.027777777777777776,1.0152348983243975,0.74923519556253,-1.8377883046032708,0.125,0.0,0.0,0.0,-1.4809843220475034,0.2222222222222222,-0.2581441931243478,0,1
0.1111111111111111,-0.4668695745617363,-1.2558335710649353,0.1111111111111111,-0.6569989910468251,-0.015011832835351221,-1.4978381506157068,-0.04260204376723723,-0.4668695745617363,0.0,-0.5135592262370264,-1.130080895470915,-0.09584057324942366,0.0,0.1111111111111111,0.1111111111111111,0.0,-1.4809843220475034,0.1111111111111111,-0.2844958199592799,1,0
0.0,-0.1916190102524235,0.29700063922122183,0.0,1.5693596679336443,0.628407104351693,0.8364170640772323,-0.3564556978799671,-0.1916190102524236,0.027777777777777776,1.8373853869087895,0.1423961078279921,0.8993054942573515,0.125,0.0,0.0,0.0,0.16308747552679556,0.2222222222222222,-0.269211854259697,1,0
0.8888888888888888,8.34114848333627,-1.2558335710649353,0.8888888888888888,-5.028059896155144,-2.476644085611099,-1.4978381506157068,-2.4349041406302154,8.341148483336271,0.8888888888888888,-0.1828566844305228,0.74923519556253,-1.8377883046032708,0.875,0.3333333333333333,0.8888888888888888,0.8888888888888888,-1.4809843220475034,0.3333333333333333,1.9386106998017067,0,1
0.0,-0.4668695745617363,-1.2558335710649353,0.0,-5.028059896155144,-2.476644085611099,-1.4978381506157068,-2.4349041406302154,-0.4668695745617363,0.0,0.1673597344439074,1.4469588684499963,-1.8377883046032708,0.0,0.0,0.0,0.0,-1.4809843220475034,0.0,-0.2844958199592799,1,0
0.1111111111111111,0.0836315540568891,-1.2558335710649353,0.3333333333333333,-0.6951479867601055,-2.476644085611099,-1.4978381506157068,0.04749416873223237,0.083631554056889,0.05555555555555555,0.5191192900072952,-0.95842191396722,-1.8377883046032708,0.25,0.0,0.1111111111111111,0.0,0.10550766064125434,0.0,-0.2080762207197047,1,0
