cpi_risk_norm,PAY_AMT2,unemp_x_delinquency,max_delinquency,PAY_AMT4,PAY_AMT3,PAY_AMT6,PAY_2,LIMIT_BAL,PAY_1,PAY_4,PAY_3,PAY_AMT1,AGE,rate_x_delinquency,PAY_5,PAY_6,total_delinquency,PAY_AMT5,avg_payment,true,pred
-0.2844958199592799,-2.476644085611099,-0.4668695745617363,0.0,-1.4978381506157068,-1.8377883046032708,-1.2558335710649353,0.0,-1.3723900433022265,0.0,0.0,0.0,-0.2929268929199516,0.9229385817157996,-0.4668695745617363,0.0,0.0,0.0,-1.4809843220475034,-1.8012328682280123,0,1
-0.0934470606700971,-2.476644085611099,0.6341326826755145,0.25,-0.18804113191678618,0.2975316401404072,-1.2558335710649353,0.3333333333333333,0.2439439807007004,0.0,0.0,0.3333333333333333,-1.7661756344547435,-0.4950413083649336,0.6341326826755145,0.0,0.0,0.1111111111111111,-1.4809843220475034,-0.5450498004453485,0,1
-0.2844958199592799,-2.476644085611099,-0.4668695745617363,0.0,-1.4978381506157068,0.11125940931680886,-1.2558335710649353,0.0,-1.666848273078999,0.0,0.0,0.0,-2.4349041406302154,1.5129114345882186,-0.4668695745617363,0.0,0.0,0.0,-1.4809843220475034,-1.0946015407473442,0,1
-0.2844958199592799,0.4926873395741765,-0.4668695745617363,0.0,0.2759431547214016,0.3091352594538665,0.30567126224700725,0.1111111111111111,0.0869332819236188,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5270853668270672,0.74923519556253,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.0,0.2846185206312057,0.757509272893091,1,0
0.3268518037888158,-2.476644085611099,0.6341326826755145,0.25,0.2582904100803009,0.04704246806612632,0.09132639068434217,0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.236853917298974,1.7585321597554342,0.6341326826755145,0.1111111111111111,0.3333333333333333,0.1111111111111111,-1.4809843220475034,-0.035269512399188754,0,1
-0.2844958199592799,-0.2997212096546743,-0.4668695745617363,0.0,-0.17052796553103527,-1.8377883046032708,0.04710436391588156,0.0,0.5191192900072952,0.0,0.1111111111111111,0.0,-2.4349041406302154,-0.6416298188340922,-0.4668695745617363,0.0,0.0,0.0,0.06180671916679205,-0.6905718076246504,1,0
-0.2844958199592799,0.2718751554032957,-0.4668695745617363,0.0,0.18992595533910941,0.2529015249281053,0.05693515131531388,0.1111111111111111,0.1673597344439074,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.39541899694300553,-1.31171478496986,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.0,0.16042040378299907,0.38641451131496085,1,0
-0.0807105616274785,0.07573644878978295,0.6341326826755145,0.25,-0.40720384079033006,-1.8377883046032708,-1.2558335710649353,0.3333333333333333,0.1673597344439074,0.0,0.3333333333333333,0.0,-2.4349041406302154,0.1423961078279921,0.6341326826755145,0.0,0.0,0.1111111111111111,0.11737112025250039,-0.650898611958964,0,1
0.4796887097258397,-2.476644085611099,0.9093832469848272,0.375,-0.1903938010314825,-1.8377883046032708,-0.15928541157707074,0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2505142518560576,-0.3554890506588386,0.9093832469848272,0.1111111111111111,0.1111111111111111,0.1388888888888889,-0.19615414354798336,-0.5024036294373325,0,1
-0.2844958199592799,0.20593320357301978,-0.4668695745617363,0.0,0.2438839229005706,0.2139407496668845,0.21325393916057353,0.1111111111111111,0.1673597344439074,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16481545962970515,0.74923519556253,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.0,0.23495795030387784,0.36141449630092887,1,0
-0.2844958199592799,-2.476644085611099,-0.4668695745617363,0.0,-1.4978381506157068,-1.8377883046032708,-1.2558335710649353,0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.0,0.0,-2.4349041406302154,-0.95842191396722,-0.4668695745617363,0.0,0.0,0.0,-1.4809843220475034,-5.028059896155144,0,1
-0.1995849654476854,-2.476644085611099,0.6341326826755145,0.25,-1.4978381506157068,-1.8377883046032708,-1.2558335710649353,0.3333333333333333,1.3273719327921307,0.0,0.0,0.3333333333333333,-1.5640211033661209,0.3608480215924758,0.6341326826755145,0.0,0.0,0.1111111111111111,-1.4809843220475034,-4.231166616082292,0,1
-0.2844958199592799,-0.06351905625755919,-0.4668695745617363,0.0,-1.4978381506157068,-1.8377883046032708,-0.14181595809853542,0.0,1.0629938337787594,0.0,0.1111111111111111,0.0,0.0096341289758159,0.4636163081257023,-0.4668695745617363,0.1111111111111111,0.0,0.0,-0.1789748063130828,-0.649123719868043,1,0
-0.2844958199592799,-0.034586040962693326,-0.4668695745617363,0.0,-0.020363180020070946,-0.09634369408832952,-0.015781955055106312,0.1111111111111111,-0.9531238224996238,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.09434158572956174,-0.4950413083649336,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.0,0.007237426191509312,-0.23053023776812961,1,0
-0.2844958199592799,-2.476644085611099,-0.4668695745617363,0.0,-1.4978381506157068,0.36617670021222426,-1.2558335710649353,0.0,-0.2847917733012345,0.0,0.0,0.0,0.396675588752636,1.2366750160392723,-0.4668695745617363,0.0,0.0,0.0,-1.4809843220475034,0.05289396051336311,1,0
0.0211810486223196,-2.476644085611099,0.6341326826755145,0.25,0.2083672571808811,-0.033192440231208487,-1.2558335710649353,0.1111111111111111,-0.2847917733012345,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.32871493089226683,-0.0953809513297535,0.6341326826755145,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.03400543665492556,-0.05646451238309186,0,1
-0.2844958199592799,-2.476644085611099,-0.4668695745617363,0.0,-0.9664272818553127,-1.2573907469345689,0.33371963233296775,0.0,1.486110633212629,0.0,0.0,0.0,-0.04411808868776136,-0.222430806752854,-0.4668695745617363,0.0,0.0,0.0,1.0737893961039806,1.8757801877297058,1,0
