cpi_risk_norm,unemp_x_delinquency,PAY_AMT3,PAY_2,total_delinquency,PAY_AMT2,PAY_1,LIMIT_BAL_sq,rate_x_delinquency,avg_payment,LIMIT_BAL,payment_ratio,PAY_4,max_delinquency,gdp_x_payment_ratio,PAY_3,PAY_5,PAY_AMT1,PAY_6,is_anomaly,true,pred
-0.1995852013098598,0.083631554056889,0.20258527999812884,0.1111111111111111,0.05555555555555555,0.3165280620467471,0.3333333333333333,0.2323049001814882,0.0836315540568891,-0.1825512428713263,0.3871513198050401,-0.10658527006001806,0.1111111111111111,0.25,-0.0172662356855319,0.1111111111111111,0.1111111111111111,0.418285773844652,0.1111111111111111,0,0,1
-0.2844958199592799,-0.4668695745617363,0.4129095728616361,0.1111111111111111,0.0,0.7855237563847912,0.1111111111111111,0.0,-0.4668695745617363,0.6232416701602216,0.0869332819236188,-0.05555377724420414,0.1111111111111111,0.0,-0.0171490115364139,0.1111111111111111,0.1111111111111111,0.9698125877403967,0.1111111111111111,0,1,0
0.3268518037888158,0.6341326826755145,-0.015318657583015807,0.1111111111111111,0.1111111111111111,-4.321258080645877,0.1111111111111111,-0.3103448275862069,0.6341326826755145,-0.1417520513291492,-0.9531238224996238,-0.08082874978696977,0.1111111111111111,0.25,-0.0172070705307098,0.3333333333333333,0.1111111111111111,0.4088563973723109,0.3333333333333333,0,0,1
-0.2844958199592799,-0.4668695745617363,-3.0949063951708156,0.0,0.0,-0.5772939986110899,0.0,0.3702359346642468,-0.4668695745617363,-0.7740875159319682,0.5191192900072952,0.8285076120127138,0.1111111111111111,0.0,-0.0151182391955432,0.0,0.0,-4.755088530712135,0.0,0,1,0
-0.2844958199592799,-0.4668695745617363,0.32103038572429976,0.1111111111111111,0.0,0.40576161802781613,0.1111111111111111,0.05263157894736842,-0.4668695745617363,0.2651529221367708,0.1673597344439074,-0.09496287929088351,0.1111111111111111,0.0,-0.0172395379584333,0.1111111111111111,0.1111111111111111,0.7153292594524013,0.1111111111111111,0,1,0
-0.0807105616274785,0.6341326826755145,-3.0949063951708156,0.3333333333333333,0.1111111111111111,0.06843397047157357,0.0,0.05263157894736842,0.6341326826755145,-0.7358047740640963,0.1673597344439074,0.8855009537383404,0.3333333333333333,0.25,-0.0149873201175282,0.0,0.0,-4.755088530712135,0.0,0,0,1
-0.2844958199592799,-0.4668695745617363,-0.7231516582256567,0.0,0.0,-1.0489311747560286,0.0,0.16878402903811252,-0.4668695745617363,-1.2814102893968908,0.3170934418812415,1.7601007171825391,0.0,0.0,-0.012978282022982,0.0,0.0,-1.1755481512382928,0.0,0,0,1
0.4796887097258397,0.9093832469848272,-3.0949063951708156,0.1111111111111111,0.1388888888888889,-4.321258080645877,0.1111111111111111,-0.3103448275862069,0.9093832469848272,-0.5925141974124506,-0.9531238224996238,-0.02606161390236702,0.3333333333333333,0.375,-0.0170812652573491,0.4444444444444444,0.1111111111111111,0.43525894349456834,0.1111111111111111,0,0,1
-0.2844958199592799,-0.4668695745617363,0.2573731452541417,0.1111111111111111,0.0,0.29235185883120085,0.1111111111111111,0.05263157894736842,-0.4668695745617363,0.24102909985786913,0.1673597344439074,-0.09059785923166909,0.1111111111111111,0.0,-0.0172295110959198,0.1111111111111111,0.1111111111111111,0.2696212495623417,0.1111111111111111,0,1,0
-0.2844958199592799,-0.4668695745617363,-3.0949063951708156,0.0,0.0,-0.17106353992773332,0.0,1.2776769509981851,-0.4668695745617363,-0.7340920878380449,1.0629938337787594,1.395238633419841,0.1111111111111111,0.0,-0.0138164046205094,0.0,0.1111111111111111,-0.030311539256362482,0.0,0,1,0
