total_delinquency,PAY_2,payment_ratio,PAY_3,PAY_5,LIMIT_BAL,PAY_AMT1,unemp_x_delinquency,PAY_AMT2,max_delinquency,rate_x_delinquency,PAY_6,PAY_AMT4,cpi_risk_norm,avg_payment,PAY_4,PAY_1,BILL_AMT_PC2,gdp_x_payment_ratio,LIMIT_BAL_sq,true,pred
0.1388888888888889,0.3333333333333333,1.2034473608764935,0.3333333333333333,0.0,-0.0875094222424097,-1.2077400179375917,0.9093832469848272,-4.321258080645877,0.25,0.9093832469848272,0.0,-0.6183712309333453,0.0339181154978052,-1.2800685055930083,0.0,0.2222222222222222,9.681850567465698,-0.0142569672513792,-0.09437386569872959,1,0
0.05555555555555555,0.1111111111111111,-0.10658527006001806,0.1111111111111111,0.1111111111111111,0.3871513198050401,0.418285773844652,0.083631554056889,0.3165280620467471,0.25,0.0836315540568891,0.1111111111111111,-2.814764228080276,-0.1995852013098598,-0.1825512428713263,0.1111111111111111,0.3333333333333333,-3.5734180859824605,-0.0172662356855319,0.2323049001814882,0,1
0.0,0.1111111111111111,-0.05555377724420414,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.9698125877403967,-0.4668695745617363,0.7855237563847912,0.0,-0.4668695745617363,0.1111111111111111,0.377313852074737,-0.2844958199592799,0.6232416701602216,0.1111111111111111,0.1111111111111111,2.8107101276628397,-0.0171490115364139,0.0,1,0
0.0,0.0,0.8285076120127138,0.0,0.0,0.5191192900072952,-4.755088530712135,-0.4668695745617363,-0.5772939986110899,0.0,-0.4668695745617363,0.0,-0.4261508547027436,-0.2844958199592799,-0.7740875159319682,0.1111111111111111,0.0,8.557116593022174,-0.0151182391955432,0.3702359346642468,1,0
0.0,0.1111111111111111,-0.09496287929088351,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.7153292594524013,-0.4668695745617363,0.40576161802781613,0.0,-0.4668695745617363,0.1111111111111111,0.2225182096590812,-0.2844958199592799,0.2651529221367708,0.1111111111111111,0.1111111111111111,-0.25320824975452794,-0.0172395379584333,0.05263157894736842,1,0
0.3055555555555555,0.3333333333333333,0.08486944273202525,0.3333333333333333,0.3333333333333333,-1.666848273078999,-4.755088530712135,2.560886632840704,0.2283146734498298,0.25,2.5608866328407034,0.3333333333333333,0.46317186353556355,3.918393009165688,-0.1601698952376606,0.3333333333333333,0.2222222222222222,8.099577259054792,-0.0168264461641342,-0.3484573502722323,1,0
0.1388888888888889,0.3333333333333333,0.30649149290144906,0.1111111111111111,0.3333333333333333,-1.666848273078999,-4.755088530712135,0.9093832469848272,0.5185005985703939,0.25,0.9093832469848272,0.1111111111111111,-2.814764228080276,1.6259081932793418,0.01952349800652948,0.1111111111111111,0.2222222222222222,8.943131805888848,-0.0163173594252717,-0.3484573502722323,1,0
0.0,0.1111111111111111,-0.09059785923166909,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.2696212495623417,-0.4668695745617363,0.29235185883120085,0.0,-0.4668695745617363,0.1111111111111111,0.31962039750174853,-0.2844958199592799,0.24102909985786913,0.1111111111111111,0.1111111111111111,4.216197480476224,-0.0172295110959198,0.05263157894736842,1,0
0.0,0.0,1.395238633419841,0.0,0.1111111111111111,1.0629938337787594,-0.030311539256362482,-0.4668695745617363,-0.17106353992773332,0.0,-0.4668695745617363,0.0,-2.814764228080276,-0.2844958199592799,-0.7340920878380449,0.1111111111111111,0.0,9.705216326681827,-0.0138164046205094,1.2776769509981851,1,0
0.0,0.1111111111111111,-0.08289962080431196,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.13341011225181146,-0.4668695745617363,-0.12130331587691619,0.0,-0.4668695745617363,0.1111111111111111,-0.1559158946214444,-0.2844958199592799,-0.3301693396470114,0.1111111111111111,0.1111111111111111,2.4978596428029216,-0.0172118275166326,-0.3103448275862069,1,0
