PAY_2,PAY_6,PAY_4,limit_x_bill,LIMIT_BAL_sq,avg_payment,cpi_risk_norm,PAY_AMT5,LIMIT_BAL,total_delinquency,rate_x_delinquency,PAY_1,PAY_AMT4,PAY_AMT1,PAY_3,PAY_AMT2,PAY_5,unemp_x_delinquency,PAY_AMT6,PAY_AMT3,max_delinquency,true,pred
0.3333333333333333,0.0,0.0,-0.17368280894569962,0.2440087145969499,-0.5450498004453485,-0.0934470606700971,-1.4809843220475034,0.2439439807007004,0.1111111111111111,0.6341326826755145,0.0,-0.18804113191678618,-1.7661756344547435,0.3333333333333333,-2.476644085611099,0.0,0.6341326826755145,-1.2558335710649353,0.2975316401404072,0.25,0,1
0.1111111111111111,0.1111111111111111,0.1111111111111111,1.438977157903644,0.39215686274509803,-0.07755055680925535,-0.1995852013098598,-1.4809843220475034,0.3871513198050401,0.05555555555555555,0.0836315540568891,0.3333333333333333,-1.4978381506157068,0.24173255425619858,0.1111111111111111,0.2199904243904509,0.1111111111111111,0.083631554056889,-1.2558335710649353,0.18040838650574129,0.25,0,1
0.1111111111111111,0.1111111111111111,0.1111111111111111,2.143079676059353,0.11328976034858387,0.757509272893091,-0.2844958199592799,0.2846185206312057,0.0869332819236188,0.0,-0.4668695745617363,0.1111111111111111,0.2759431547214016,0.5270853668270672,0.1111111111111111,0.4926873395741765,0.1111111111111111,-0.4668695745617363,0.30567126224700725,0.3091352594538665,0.0,1,0
0.1111111111111111,0.3333333333333333,0.1111111111111111,0.10326728089954758,-0.25925925925925924,-0.035269512399188754,0.3268518037888158,-1.4809843220475034,-0.9531238224996238,0.1111111111111111,0.6341326826755145,0.1111111111111111,0.2582904100803009,0.236853917298974,0.3333333333333333,-2.476644085611099,0.1111111111111111,0.6341326826755145,0.09132639068434217,0.04704246806612632,0.25,0,1
0.0,0.0,0.1111111111111111,-0.19271805516149745,0.5577342047930284,-0.6905718076246504,-0.2844958199592799,0.06180671916679205,0.5191192900072952,0.0,-0.4668695745617363,0.0,-0.17052796553103527,-2.4349041406302154,0.0,-0.2997212096546743,0.0,-0.4668695745617363,0.04710436391588156,-1.8377883046032708,0.0,1,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0838895774535717,0.17647058823529413,0.38641451131496085,-0.2844958199592799,0.16042040378299907,0.1673597344439074,0.0,-0.4668695745617363,0.1111111111111111,0.18992595533910941,0.39541899694300553,0.1111111111111111,0.2718751554032957,0.1111111111111111,-0.4668695745617363,0.05693515131531388,0.2529015249281053,0.0,1,0
0.3333333333333333,0.0,0.3333333333333333,-0.20274787084185744,0.17647058823529413,-0.650898611958964,-0.0807105616274785,0.11737112025250039,0.1673597344439074,0.1111111111111111,0.6341326826755145,0.0,-0.40720384079033006,-2.4349041406302154,0.0,0.07573644878978295,0.0,0.6341326826755145,-1.2558335710649353,-1.8377883046032708,0.25,0,1
0.1111111111111111,0.1111111111111111,0.3333333333333333,-0.13452023633530943,-0.25925925925925924,-0.5024036294373325,0.4796887097258397,-0.19615414354798336,-0.9531238224996238,0.1388888888888889,0.9093832469848272,0.1111111111111111,-0.1903938010314825,0.2505142518560576,0.4444444444444444,-2.476644085611099,0.1111111111111111,0.9093832469848272,-0.15928541157707074,-1.8377883046032708,0.375,0,1
0.1111111111111111,0.1111111111111111,0.3333333333333333,10.08834674790071,1.159041394335512,1.2750010504425895,-0.1669270700889773,0.44322115745148405,0.8643003776574393,0.1111111111111111,0.6341326826755145,0.1111111111111111,0.4584973022518919,1.0139288143848975,0.3333333333333333,0.5315972218020605,0.1111111111111111,0.6341326826755145,0.3690015560971166,-1.8377883046032708,0.25,0,1
0.1111111111111111,0.1111111111111111,0.1111111111111111,1.8601226474731336,0.17647058823529413,0.36141449630092887,-0.2844958199592799,0.23495795030387784,0.1673597344439074,0.0,-0.4668695745617363,0.1111111111111111,0.2438839229005706,0.16481545962970515,0.1111111111111111,0.20593320357301978,0.1111111111111111,-0.4668695745617363,0.21325393916057353,0.2139407496668845,0.0,1,0
0.3333333333333333,0.0,0.0,-0.20597632664844875,2.5098039215686274,-4.231166616082292,-0.1995849654476854,-1.4809843220475034,1.3273719327921307,0.1111111111111111,0.6341326826755145,0.0,-1.4978381506157068,-1.5640211033661209,0.3333333333333333,-2.476644085611099,0.0,0.6341326826755145,-1.2558335710649353,-1.8377883046032708,0.25,0,1
0.0,0.0,0.1111111111111111,-0.1920859030069537,1.6470588235294117,-0.649123719868043,-0.2844958199592799,-0.1789748063130828,1.0629938337787594,0.0,-0.4668695745617363,0.0,-1.4978381506157068,0.0096341289758159,0.0,-0.06351905625755919,0.1111111111111111,-0.4668695745617363,-0.14181595809853542,-1.8377883046032708,0.0,1,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.023852544287982627,-0.25925925925925924,-0.23053023776812961,-0.2844958199592799,0.007237426191509312,-0.9531238224996238,0.0,-0.4668695745617363,0.1111111111111111,-0.020363180020070946,0.09434158572956174,0.1111111111111111,-0.034586040962693326,0.1111111111111111,-0.4668695745617363,-0.015781955055106312,-0.09634369408832952,0.0,1,0
0.0,0.0,0.0,-0.18651599544054037,-0.09586056644880174,0.05289396051336311,-0.2844958199592799,-1.4809843220475034,-0.2847917733012345,0.0,-0.4668695745617363,0.0,-1.4978381506157068,0.396675588752636,0.0,-2.476644085611099,0.0,-0.4668695745617363,-1.2558335710649353,0.36617670021222426,0.0,1,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.20593849707069653,-0.30501089324618735,-1.0078858692136146,0.4796657853361687,-1.4809843220475034,-1.666848273078999,0.05555555555555555,0.0836315540568891,0.1111111111111111,-1.4978381506157068,0.09397087625544337,0.3333333333333333,-2.476644085611099,0.1111111111111111,0.083631554056889,-1.2558335710649353,-1.8377883046032708,0.25,0,1
0.1111111111111111,0.3333333333333333,0.1111111111111111,0.31973832882862707,-0.09586056644880174,-0.05646451238309186,0.0211810486223196,0.03400543665492556,-0.2847917733012345,0.1111111111111111,0.6341326826755145,0.1111111111111111,0.2083672571808811,0.32871493089226683,0.3333333333333333,-2.476644085611099,0.1111111111111111,0.6341326826755145,-1.2558335710649353,-0.033192440231208487,0.25,0,1
0.0,0.0,0.0,1.6532209894425616,3.1721132897603486,1.8757801877297058,-0.2844958199592799,1.0737893961039806,1.486110633212629,0.0,-0.4668695745617363,0.0,-0.9664272818553127,-0.04411808868776136,0.0,-2.476644085611099,0.0,-0.4668695745617363,0.33371963233296775,-1.2573907469345689,0.0,1,0
0.0,0.0,0.0,-0.029936386578464057,0.5577342047930284,1.0409821233285375,-0.2462860203394923,0.33687966201807745,0.5191192900072952,0.027777777777777776,-0.1916190102524235,0.2222222222222222,-1.4978381506157068,-2.4349041406302154,0.0,0.9808760608028969,0.0,-0.1916190102524236,-1.2558335710649353,0.6133827888783597,0.125,1,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.01802629155653781,-0.25925925925925924,-0.11298753047536485,-0.2844958199592799,-0.031672403407900916,-0.9531238224996238,0.0,-0.4668695745617363,0.1111111111111111,-0.020363180020070946,0.051328588941306034,0.1111111111111111,0.07950741572558931,0.1111111111111111,-0.4668695745617363,0.10854127650719715,0.005775291400744047,0.0,1,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.11909696815844621,-0.13725490196078433,0.6975112675956032,-0.2844958199592799,-0.1037293645278738,-0.3945035917891138,0.0,-0.4668695745617363,0.0,0.14322199774777064,0.2711884731247592,0.1111111111111111,0.10848346083980917,0.1111111111111111,-0.4668695745617363,0.5388576644625616,0.12386790403924361,0.0,1,0
0.0,0.0,0.0,-0.23333009790892031,1.5185185185185186,-5.028059896155144,-0.2581441931243478,-1.4809843220475034,1.0152348983243975,0.027777777777777776,-0.1916190102524235,0.2222222222222222,-1.4978381506157068,-2.4349041406302154,0.0,-2.476644085611099,0.0,-0.1916190102524236,-1.2558335710649353,-1.8377883046032708,0.125,0,1
0.1111111111111111,0.0,0.1111111111111111,-0.0024780862215718546,-0.17429193899782136,-0.6569989910468251,-0.2844958199592799,-1.4809843220475034,-0.5135592262370264,0.0,-0.4668695745617363,0.1111111111111111,-1.4978381506157068,-0.04260204376723723,0.1111111111111111,-0.015011832835351221,0.1111111111111111,-0.4668695745617363,-1.2558335710649353,-0.09584057324942366,0.0,1,0
