unemp_x_delinquency,payment_ratio,PAY_AMT1,PAY_AMT4,PAY_3,is_anomaly,PAY_2,PAY_6,PAY_1,PAY_AMT6,gdp_x_payment_ratio,avg_payment,LIMIT_BAL_sq,PAY_4,max_delinquency,PAY_AMT2,PAY_5,rate_x_delinquency,total_delinquency,LIMIT_BAL,taiex_x_utilisation,PAY_AMT3,cpi_risk_norm,true,pred
0.083631554056889,-0.10658527006001806,0.418285773844652,-2.814764228080276,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,-2.2159780465851675,-0.0172662356855319,-0.1825512428713263,0.2323049001814882,0.1111111111111111,0.25,0.3165280620467471,0.1111111111111111,0.0836315540568891,0.05555555555555555,0.3871513198050401,-0.0839444886995138,0.20258527999812884,-0.1995852013098598,0,1
-0.4668695745617363,-0.05555377724420414,0.9698125877403967,0.377313852074737,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.41987118661557327,-0.0171490115364139,0.6232416701602216,0.0,0.1111111111111111,0.0,0.7855237563847912,0.1111111111111111,-0.4668695745617363,0.0,0.0869332819236188,1.238012853118874,0.4129095728616361,-0.2844958199592799,1,0
-0.4668695745617363,0.8285076120127138,-4.755088530712135,-0.4261508547027436,0.0,0,0.0,0.0,0.0,-0.01659455217541209,-0.0151182391955432,-0.7740875159319682,0.3702359346642468,0.1111111111111111,0.0,-0.5772939986110899,0.0,-0.4668695745617363,0.0,0.5191192900072952,-1.044581083157756,-3.0949063951708156,-0.2844958199592799,1,0
-0.4668695745617363,-0.09496287929088351,0.7153292594524013,0.2225182096590812,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-0.0172395379584333,0.2651529221367708,0.05263157894736842,0.1111111111111111,0.0,0.40576161802781613,0.1111111111111111,-0.4668695745617363,0.0,0.1673597344439074,0.8913845078604067,0.32103038572429976,-0.2844958199592799,1,0
0.6341326826755145,0.8855009537383404,-4.755088530712135,-0.8520702570797554,0.0,0,0.3333333333333333,0.0,0.0,-2.2159780465851675,-0.0149873201175282,-0.7358047740640963,0.05263157894736842,0.3333333333333333,0.25,0.06843397047157357,0.0,0.6341326826755145,0.1111111111111111,0.1673597344439074,-1.0380519261045489,-3.0949063951708156,-0.0807105616274785,0,1
0.9093832469848272,-0.02606161390236702,0.43525894349456834,-0.4619012021971836,0.4444444444444444,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.36498433609924685,-0.0170812652573491,-0.5925141974124506,-0.3103448275862069,0.3333333333333333,0.375,-4.321258080645877,0.1111111111111111,0.9093832469848272,0.1388888888888889,-0.9531238224996238,-0.3134959701647846,-3.0949063951708156,0.4796887097258397,0,1
-0.4668695745617363,-0.09059785923166909,0.2696212495623417,0.31962039750174853,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.26386902447357646,-0.0172295110959198,0.24102909985786913,0.05263157894736842,0.1111111111111111,0.0,0.29235185883120085,0.1111111111111111,-0.4668695745617363,0.0,0.1673597344439074,0.7025727363473557,0.2573731452541417,-0.2844958199592799,1,0
0.6341326826755145,-0.1524405360544235,-3.0718552641788786,-2.814764228080276,0.3333333333333333,0,0.3333333333333333,0.0,0.0,-2.2159780465851675,-0.0173715695537409,-4.190592660944623,1.9963702359346642,0.0,0.25,-4.321258080645877,0.0,0.6341326826755145,0.1111111111111111,1.3273719327921307,-1.059849737090677,-3.0949063951708156,-0.1995849654476854,0,1
-0.4668695745617363,1.395238633419841,-0.030311539256362482,-2.814764228080276,0.0,0,0.0,0.0,0.0,-0.3354955733535253,-0.0138164046205094,-0.7340920878380449,1.2776769509981851,0.1111111111111111,0.0,-0.17106353992773332,0.1111111111111111,-0.4668695745617363,0.0,1.0629938337787594,-1.0551564669953497,-3.0949063951708156,-0.2844958199592799,1,0
-0.4668695745617363,-0.08289962080431196,0.13341011225181146,-0.1559158946214444,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.12274782951552894,-0.0172118275166326,-0.3301693396470114,-0.3103448275862069,0.1111111111111111,0.0,-0.12130331587691619,0.1111111111111111,-0.4668695745617363,0.0,-0.9531238224996238,0.8891849585955257,-0.24959447327614714,-0.2844958199592799,1,0
-0.4668695745617363,1.1600995952694124,0.7177579864408934,-2.814764228080276,0.0,0,0.0,0.0,0.0,-2.2159780465851675,-0.014356541154847,-0.05667850433970106,-0.17422867513611615,0.0,0.0,-4.321258080645877,0.0,-0.4668695745617363,0.0,-0.2847917733012345,-0.9749795146358085,0.5061084552445859,-0.2844958199592799,1,0
-0.4668695745617363,1.899640920868354,-0.13420324118399174,-1.8584428480870403,0.0,0,0.0,0.0,0.0,0.46721735756965344,-0.0126577450223526,1.702319774475024,2.5480943738656987,0.0,0.0,-4.321258080645877,0.0,-0.4668695745617363,0.0,1.486110633212629,-0.8400022028762595,-2.146606299777608,-0.2844958199592799,1,0
-0.1916190102524236,2.546283573851776,-4.755088530712135,-2.814764228080276,0.0,0,0.0,0.0,0.2222222222222222,-2.2159780465851675,-0.0111723458972876,0.8967794524759559,0.3702359346642468,0.0,0.125,1.6251313776386225,0.0,-0.1916190102524235,0.027777777777777776,0.5191192900072952,-0.9673198011892192,0.9100135964128244,-0.2462860203394923,1,0
-0.4668695745617363,-0.04945855659771485,0.050275059679505366,-0.1559158946214444,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.08711210020847432,-0.0171350102400664,-0.21674623252807326,-0.3103448275862069,0.1111111111111111,0.0,0.07491943898225609,0.1111111111111111,-0.4668695745617363,0.0,-0.9531238224996238,0.5711575994075108,-0.08274428171137979,-0.2844958199592799,1,0
-0.4668695745617363,1.129771911515799,0.47521785360088037,0.13847026145079377,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.0,0.8134941753891984,-0.014426206703052,0.5653464562544375,-0.20871143375680581,0.1111111111111111,0.0,0.12475366753727371,0.1111111111111111,-0.4668695745617363,0.0,-0.3945035917891138,-0.7961121774661064,0.11020490346463009,-0.2844958199592799,1,0
-0.1916190102524236,-0.16125119006736108,-4.755088530712135,-2.814764228080276,0.0,0,0.0,0.0,0.2222222222222222,-2.2159780465851675,-0.0173918084564822,-4.959556673683751,1.1705989110707804,0.0,0.125,-4.321258080645877,0.0,-0.1916190102524235,0.027777777777777776,1.0152348983243975,-1.06385683154724,-3.0949063951708156,-0.2581441931243478,0,1
-0.4668695745617363,-0.08797381841280602,-0.13127304604343448,-2.814764228080276,0.1111111111111111,0,0.1111111111111111,0.0,0.1111111111111111,-2.2159780465851675,-0.0172234834268224,-0.7416913489668269,-0.2395644283121597,0.1111111111111111,0.0,-0.08763876442566432,0.1111111111111111,-0.4668695745617363,0.0,-0.5135592262370264,-0.3790519654845485,-0.24877243408383018,-0.2844958199592799,1,0
-0.1916190102524236,2.8987221422939795,-0.7378859766215805,1.3859367725950993,0.0,0,0.0,0.0,0.2222222222222222,0.405235013504655,-0.0103627612854655,1.4066385855629433,4.181488203266787,0.0,0.125,1.0189403510475612,0.0,-0.1916190102524235,0.027777777777777776,1.8373853869087895,-0.9879414820779812,1.377177052225904,-0.269211854259697,1,0
0.9093832469848272,-0.09046938570627497,-4.755088530712135,-2.814764228080276,0.1111111111111111,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.28159041781431604,-0.0172292159801223,0.29098093697579164,0.1088929219600726,0.1111111111111111,0.25,0.6672928945168949,0.3333333333333333,0.9093832469848272,0.1388888888888889,0.2439439807007004,0.7236777798837892,0.60649715932867,-0.0456848708478014,0,1
