PAY_AMT6,total_delinquency,PAY_2,payment_ratio,taiex_x_utilisation,PAY_3,PAY_5,LIMIT_BAL,LIMIT_BAL_sq,PAY_AMT1,unemp_x_delinquency,PAY_AMT2,max_delinquency,rate_x_delinquency,PAY_6,PAY_AMT4,is_anomaly,cpi_risk_norm,avg_payment,PAY_4,PAY_1,gdp_x_payment_ratio,PAY_AMT3,true,pred
0.41987118661557327,0.0,0.1111111111111111,-0.05555377724420414,1.238012853118874,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.0,0.9698125877403967,-0.4668695745617363,0.7855237563847912,0.0,-0.4668695745617363,0.1111111111111111,0.377313852074737,0,-0.2844958199592799,0.6232416701602216,0.1111111111111111,0.1111111111111111,-0.0171490115364139,0.4129095728616361,1,0
0.058053052405485014,0.1111111111111111,0.1111111111111111,-0.08082874978696977,1.492259481940767,0.3333333333333333,0.1111111111111111,-0.9531238224996238,-0.3103448275862069,0.4088563973723109,0.6341326826755145,-4.321258080645877,0.25,0.6341326826755145,0.3333333333333333,0.34554615948834894,0,0.3268518037888158,-0.1417520513291492,0.1111111111111111,0.1111111111111111,-0.0172070705307098,-0.015318657583015807,0,1
-0.01659455217541209,0.0,0.0,0.8285076120127138,-1.044581083157756,0.0,0.0,0.5191192900072952,0.3702359346642468,-4.755088530712135,-0.4668695745617363,-0.5772939986110899,0.0,-0.4668695745617363,0.0,-0.4261508547027436,0,-0.2844958199592799,-0.7740875159319682,0.1111111111111111,0.0,-0.0151182391955432,-3.0949063951708156,1,0
0.0,0.0,0.1111111111111111,-0.09496287929088351,0.8913845078604067,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.05263157894736842,0.7153292594524013,-0.4668695745617363,0.40576161802781613,0.0,-0.4668695745617363,0.1111111111111111,0.2225182096590812,0,-0.2844958199592799,0.2651529221367708,0.1111111111111111,0.1111111111111111,-0.0172395379584333,0.32103038572429976,1,0
-2.2159780465851675,0.1111111111111111,0.3333333333333333,0.8855009537383404,-1.0380519261045489,0.0,0.0,0.1673597344439074,0.05263157894736842,-4.755088530712135,0.6341326826755145,0.06843397047157357,0.25,0.6341326826755145,0.0,-0.8520702570797554,0,-0.0807105616274785,-0.7358047740640963,0.3333333333333333,0.0,-0.0149873201175282,-3.0949063951708156,0,1
-0.36498433609924685,0.1388888888888889,0.1111111111111111,-0.02606161390236702,-0.3134959701647846,0.4444444444444444,0.1111111111111111,-0.9531238224996238,-0.3103448275862069,0.43525894349456834,0.9093832469848272,-4.321258080645877,0.375,0.9093832469848272,0.1111111111111111,-0.4619012021971836,0,0.4796887097258397,-0.5925141974124506,0.3333333333333333,0.1111111111111111,-0.0170812652573491,-3.0949063951708156,0,1
0.26386902447357646,0.0,0.1111111111111111,-0.09059785923166909,0.7025727363473557,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.05263157894736842,0.2696212495623417,-0.4668695745617363,0.29235185883120085,0.0,-0.4668695745617363,0.1111111111111111,0.31962039750174853,0,-0.2844958199592799,0.24102909985786913,0.1111111111111111,0.1111111111111111,-0.0172295110959198,0.2573731452541417,1,0
-2.2159780465851675,0.1111111111111111,0.3333333333333333,-0.1524405360544235,-1.059849737090677,0.3333333333333333,0.0,1.3273719327921307,1.9963702359346642,-3.0718552641788786,0.6341326826755145,-4.321258080645877,0.25,0.6341326826755145,0.0,-2.814764228080276,0,-0.1995849654476854,-4.190592660944623,0.0,0.0,-0.0173715695537409,-3.0949063951708156,0,1
-0.3354955733535253,0.0,0.0,1.395238633419841,-1.0551564669953497,0.0,0.1111111111111111,1.0629938337787594,1.2776769509981851,-0.030311539256362482,-0.4668695745617363,-0.17106353992773332,0.0,-0.4668695745617363,0.0,-2.814764228080276,0,-0.2844958199592799,-0.7340920878380449,0.1111111111111111,0.0,-0.0138164046205094,-3.0949063951708156,1,0
-0.12274782951552894,0.0,0.1111111111111111,-0.08289962080431196,0.8891849585955257,0.1111111111111111,0.1111111111111111,-0.9531238224996238,-0.3103448275862069,0.13341011225181146,-0.4668695745617363,-0.12130331587691619,0.0,-0.4668695745617363,0.1111111111111111,-0.1559158946214444,0,-0.2844958199592799,-0.3301693396470114,0.1111111111111111,0.1111111111111111,-0.0172118275166326,-0.24959447327614714,1,0
-2.2159780465851675,0.0,0.0,1.1600995952694124,-0.9749795146358085,0.0,0.0,-0.2847917733012345,-0.17422867513611615,0.7177579864408934,-0.4668695745617363,-4.321258080645877,0.0,-0.4668695745617363,0.0,-2.814764228080276,0,-0.2844958199592799,-0.05667850433970106,0.0,0.0,-0.014356541154847,0.5061084552445859,1,0
0.46721735756965344,0.0,0.0,1.899640920868354,-0.8400022028762595,0.0,0.0,1.486110633212629,2.5480943738656987,-0.13420324118399174,-0.4668695745617363,-4.321258080645877,0.0,-0.4668695745617363,0.0,-1.8584428480870403,0,-0.2844958199592799,1.702319774475024,0.0,0.0,-0.0126577450223526,-2.146606299777608,1,0
-2.2159780465851675,0.027777777777777776,0.0,2.546283573851776,-0.9673198011892192,0.0,0.0,0.5191192900072952,0.3702359346642468,-4.755088530712135,-0.1916190102524236,1.6251313776386225,0.125,-0.1916190102524235,0.0,-2.814764228080276,0,-0.2462860203394923,0.8967794524759559,0.0,0.2222222222222222,-0.0111723458972876,0.9100135964128244,1,0
0.08711210020847432,0.0,0.1111111111111111,-0.04945855659771485,0.5711575994075108,0.1111111111111111,0.1111111111111111,-0.9531238224996238,-0.3103448275862069,0.050275059679505366,-0.4668695745617363,0.07491943898225609,0.0,-0.4668695745617363,0.1111111111111111,-0.1559158946214444,0,-0.2844958199592799,-0.21674623252807326,0.1111111111111111,0.1111111111111111,-0.0171350102400664,-0.08274428171137979,1,0
-0.40756547145368716,0.027777777777777776,0.0,1.192428562767796,-1.032673055408117,0.0,0.1111111111111111,-1.666848273078999,-0.3484573502722323,-4.755088530712135,-0.1916190102524236,-0.9297151947219351,0.125,-0.1916190102524235,0.0,-2.814764228080276,0,0.0975849826884444,-1.7342699187529018,0.1111111111111111,0.2222222222222222,-0.0142822784692434,-3.0949063951708156,0,1
