BILL_AMT_PC2,PAY_AMT2,PAY_3,avg_payment,total_delinquency,LIMIT_BAL_sq,gdp_x_payment_ratio,payment_ratio,PAY_1,PAY_5,LIMIT_BAL,PAY_AMT1,cpi_risk_norm,PAY_2,rate_x_delinquency,unemp_x_delinquency,PAY_AMT4,PAY_4,max_delinquency,PAY_6,true,pred
9.681850567465698,-4.321258080645877,0.3333333333333333,-1.2800685055930083,0.1388888888888889,-0.09437386569872959,-0.0142569672513792,1.2034473608764935,0.2222222222222222,0.0,-0.0875094222424097,-1.2077400179375917,0.0339181154978052,0.3333333333333333,0.9093832469848272,0.9093832469848272,-0.6183712309333453,0.0,0.25,0.0,1,0
-3.5734180859824605,0.3165280620467471,0.1111111111111111,-0.1825512428713263,0.05555555555555555,0.2323049001814882,-0.0172662356855319,-0.10658527006001806,0.3333333333333333,0.1111111111111111,0.3871513198050401,0.418285773844652,-0.1995852013098598,0.1111111111111111,0.0836315540568891,0.083631554056889,-2.814764228080276,0.1111111111111111,0.25,0.1111111111111111,0,1
2.8107101276628397,0.7855237563847912,0.1111111111111111,0.6232416701602216,0.0,0.0,-0.0171490115364139,-0.05555377724420414,0.1111111111111111,0.1111111111111111,0.0869332819236188,0.9698125877403967,-0.2844958199592799,0.1111111111111111,-0.4668695745617363,-0.4668695745617363,0.377313852074737,0.1111111111111111,0.0,0.1111111111111111,1,0
8.557116593022174,-0.5772939986110899,0.0,-0.7740875159319682,0.0,0.3702359346642468,-0.0151182391955432,0.8285076120127138,0.0,0.0,0.5191192900072952,-4.755088530712135,-0.2844958199592799,0.0,-0.4668695745617363,-0.4668695745617363,-0.4261508547027436,0.1111111111111111,0.0,0.0,1,0
-0.25320824975452794,0.40576161802781613,0.1111111111111111,0.2651529221367708,0.0,0.05263157894736842,-0.0172395379584333,-0.09496287929088351,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.7153292594524013,-0.2844958199592799,0.1111111111111111,-0.4668695745617363,-0.4668695745617363,0.2225182096590812,0.1111111111111111,0.0,0.1111111111111111,1,0
4.216197480476224,0.29235185883120085,0.1111111111111111,0.24102909985786913,0.0,0.05263157894736842,-0.0172295110959198,-0.09059785923166909,0.1111111111111111,0.1111111111111111,0.1673597344439074,0.2696212495623417,-0.2844958199592799,0.1111111111111111,-0.4668695745617363,-0.4668695745617363,0.31962039750174853,0.1111111111111111,0.0,0.1111111111111111,1,0
9.705216326681827,-0.17106353992773332,0.0,-0.7340920878380449,0.0,1.2776769509981851,-0.0138164046205094,1.395238633419841,0.0,0.1111111111111111,1.0629938337787594,-0.030311539256362482,-0.2844958199592799,0.0,-0.4668695745617363,-0.4668695745617363,-2.814764228080276,0.1111111111111111,0.0,0.0,1,0
2.4978596428029216,-0.12130331587691619,0.1111111111111111,-0.3301693396470114,0.0,-0.3103448275862069,-0.0172118275166326,-0.08289962080431196,0.1111111111111111,0.1111111111111111,-0.9531238224996238,0.13341011225181146,-0.2844958199592799,0.1111111111111111,-0.4668695745617363,-0.4668695745617363,-0.1559158946214444,0.1111111111111111,0.0,0.1111111111111111,1,0
7.644062637493493,-4.321258080645877,0.0,-0.05667850433970106,0.0,-0.17422867513611615,-0.014356541154847,1.1600995952694124,0.0,0.0,-0.2847917733012345,0.7177579864408934,-0.2844958199592799,0.0,-0.4668695745617363,-0.4668695745617363,-2.814764228080276,0.0,0.0,0.0,1,0
9.337518120680722,-4.321258080645877,0.0,1.702319774475024,0.0,2.5480943738656987,-0.0126577450223526,1.899640920868354,0.0,0.0,1.486110633212629,-0.13420324118399174,-0.2844958199592799,0.0,-0.4668695745617363,-0.4668695745617363,-1.8584428480870403,0.0,0.0,0.0,1,0
