total_delinquency,avg_payment,PAY_AMT6,PAY_4,PAY_6,taiex_x_utilisation,PAY_1,PAY_5,PAY_AMT4,unemp_x_delinquency,PAY_2,cpi_risk_norm,is_anomaly,LIMIT_BAL_sq,rate_x_delinquency,PAY_AMT2,gdp_x_payment_ratio,PAY_3,PAY_AMT1,PAY_AMT3,payment_ratio,max_delinquency,LIMIT_BAL,true,pred
0.1111111111111111,-0.6336657187093614,-2.2159780465851675,0.0,0.0,-1.0196217729901187,0.0,0.0,-0.4576673637367807,0.6341326826755145,0.3333333333333333,-0.0934470606700971,0,0.1088929219600726,0.6341326826755145,-4.321258080645877,-0.0158484443161074,0.3333333333333333,-3.462577344124057,0.39395064866137103,0.5106255233430786,0.25,0.2439439807007004,0,1
0.05555555555555555,-0.1825512428713263,-2.2159780465851675,0.1111111111111111,0.1111111111111111,-0.0839444886995138,0.3333333333333333,0.1111111111111111,-2.814764228080276,0.083631554056889,0.1111111111111111,-0.1995852013098598,0,0.2323049001814882,0.0836315540568891,0.3165280620467471,-0.0172662356855319,0.1111111111111111,0.418285773844652,0.20258527999812884,-0.10658527006001806,0.25,0.3871513198050401,0,1
0.0,0.6232416701602216,0.41987118661557327,0.1111111111111111,0.1111111111111111,1.238012853118874,0.1111111111111111,0.1111111111111111,0.377313852074737,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0,0.0,-0.4668695745617363,0.7855237563847912,-0.0171490115364139,0.1111111111111111,0.9698125877403967,0.4129095728616361,-0.05555377724420414,0.0,0.0869332819236188,1,0
0.1111111111111111,-0.1417520513291492,0.058053052405485014,0.1111111111111111,0.3333333333333333,1.492259481940767,0.1111111111111111,0.1111111111111111,0.34554615948834894,0.6341326826755145,0.1111111111111111,0.3268518037888158,0,-0.3103448275862069,0.6341326826755145,-4.321258080645877,-0.0172070705307098,0.3333333333333333,0.4088563973723109,-0.015318657583015807,-0.08082874978696977,0.25,-0.9531238224996238,0,1
0.0,-0.7740875159319682,-0.01659455217541209,0.1111111111111111,0.0,-1.044581083157756,0.0,0.0,-0.4261508547027436,-0.4668695745617363,0.0,-0.2844958199592799,0,0.3702359346642468,-0.4668695745617363,-0.5772939986110899,-0.0151182391955432,0.0,-4.755088530712135,-3.0949063951708156,0.8285076120127138,0.0,0.5191192900072952,1,0
0.0,0.2651529221367708,0.0,0.1111111111111111,0.1111111111111111,0.8913845078604067,0.1111111111111111,0.1111111111111111,0.2225182096590812,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0,0.05263157894736842,-0.4668695745617363,0.40576161802781613,-0.0172395379584333,0.1111111111111111,0.7153292594524013,0.32103038572429976,-0.09496287929088351,0.0,0.1673597344439074,1,0
0.1111111111111111,-0.7358047740640963,-2.2159780465851675,0.3333333333333333,0.0,-1.0380519261045489,0.0,0.0,-0.8520702570797554,0.6341326826755145,0.3333333333333333,-0.0807105616274785,0,0.05263157894736842,0.6341326826755145,0.06843397047157357,-0.0149873201175282,0.0,-4.755088530712135,-3.0949063951708156,0.8855009537383404,0.25,0.1673597344439074,0,1
0.1388888888888889,-0.5925141974124506,-0.36498433609924685,0.3333333333333333,0.1111111111111111,-0.3134959701647846,0.1111111111111111,0.1111111111111111,-0.4619012021971836,0.9093832469848272,0.1111111111111111,0.4796887097258397,0,-0.3103448275862069,0.9093832469848272,-4.321258080645877,-0.0170812652573491,0.4444444444444444,0.43525894349456834,-3.0949063951708156,-0.02606161390236702,0.375,-0.9531238224996238,0,1
0.1111111111111111,1.1225965571628918,0.5267739018182747,0.3333333333333333,0.1111111111111111,1.8349579587293503,0.1111111111111111,0.1111111111111111,0.7058363655436197,0.6341326826755145,0.1111111111111111,-0.1669270700889773,1,0.8711433756805808,0.6341326826755145,0.852442618374056,-0.0171649015825529,0.3333333333333333,1.9107783104136413,-3.0949063951708156,-0.062471232235243195,0.25,0.8643003776574393,0,1
0.0,0.24102909985786913,0.26386902447357646,0.1111111111111111,0.1111111111111111,0.7025727363473557,0.1111111111111111,0.1111111111111111,0.31962039750174853,-0.4668695745617363,0.1111111111111111,-0.2844958199592799,0,0.05263157894736842,-0.4668695745617363,0.29235185883120085,-0.0172295110959198,0.1111111111111111,0.2696212495623417,0.2573731452541417,-0.09059785923166909,0.0,0.1673597344439074,1,0
