LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill,avg_payment,max_delinquency,total_delinquency,utilisation_ratio,LIMIT_BAL_sq,limit_x_bill,payment_ratio,avg_unpaid_balance,is_underpaying,cpi_risk_norm,gdp_x_payment_ratio,taiex_x_utilisation,rate_x_delinquency,unemp_x_delinquency,BILL_AMT_PC1,BILL_AMT_PC2,is_anomaly,default payment next month
-0.9531238224996238,1,2,3,0.7492352026919706,0,0,1,1,1,1,9.44683440765853,6.962243464266207,5.220355825078325,5.209486152841421,5.0369526024136295,4.61512051684126,11.03787713257976,7.779536670870335,0,0,235.4687971836265,0.9084450210162943,-10.520463644885607,0.646254865803166,3.258340461709426,1,0.0,8422.412830554766,1429564.123013901,0.0,0.0,-0.5538337100473143,-0.014594774409736444,0,0
-0.2847917733012345,1,2,2,-0.9584219139588164,1,1,1,1,3,1,7.601402334583733,7.824445930877619,8.497194544909547,0.0,7.475339236566737,7.601402334583733,11.529071086768244,7.693861392482165,2,2,16.119880415782898,0.08110635414006175,-3.283384599316719,0.6140807518130799,3.835209694286079,1,545.6685928628739,8003.098896035983,97866.05692688376,4.125,8.2,0.1981415349580793,0.12035085175387927,0,0
1.8373853869087895,1,2,2,-0.3554890392596897,1,1,0,1,1,1,8.703838719690246,12.592419492110476,9.235520670506482,8.925986089617076,8.51919119407891,7.755338812846501,12.156004039502088,10.901263028772032,0,0,4.284227336754397,3.375985060025962,22.335264185385352,0.8286150563681804,1.254741010730056,1,0.0,10799.04918576171,26010.14558495124,0.0,0.0,1.0058576928775267,0.6303935547347845,0,0
-1.666848273078999,1,2,1,0.3608480341382308,1,1,1,1,1,1,7.005789019253503,7.650168700845001,6.90875477931522,4.890349128221754,3.8712010109078903,0.0,11.059314734930648,6.594641431938159,0,0,-16.58445433751688,2.7783831654664413,-18.43419966735628,0.5468504286430405,4.464673302992489,1,-0.0,7126.909692004292,-100686.55042301715,0.0,0.0,-0.5548754047598798,-0.026023749500082904,0,0
-0.9531238224996238,1,3,1,1.6996876558528775,2,3,3,1,1,3,6.90875477931522,6.90875477931522,6.90875477931522,7.220373836723949,0.0,7.347943823148687,11.298014598582496,6.895007706159634,2,7,241.018257055875,0.9084450210162943,-10.768406860857501,0.5606602310387867,4.403006892422861,1,29139.179134697388,7306.8879993874125,1463255.6729362677,14.4375,28.699999999999996,-0.23918344295926985,-0.08416084001657353,0,0
-2.102083711231995,2,2,2,-1.1300809003483965,1,1,1,1,1,1,7.029972911706386,7.038783541388542,5.723585101952381,5.75890177387728,5.805134968916488,5.717027701406222,11.067973408271271,6.377010354447215,0,0,-10.042770159354436,4.418755929026878,-23.265806617875906,0.5284242961686072,4.690963053824056,1,-0.0,6886.768375037502,-60971.067450146256,0.0,0.0,-0.5436256922355582,0.043351209861588025,0,0
-0.2847917733012345,2,2,1,-0.3554890392596897,1,1,0,0,1,0,8.517393171418904,7.295735072749282,7.988542982737695,0.0,6.293419278846481,6.660575149839686,11.38667228369581,7.490436339848555,0,0,15.920779234117646,0.08110635414006175,-3.2428305916737474,0.6047174066038691,3.8962359438472554,1,0.0,7881.069704458508,96657.28570299903,0.0,0.0,-0.11780323982160823,-0.6413319548750938,0,0
1.3273719327921307,1,1,2,-0.4950412987836017,1,1,1,1,1,1,8.987321812850125,9.210440366976515,8.612685172875459,8.517393171418904,8.537191877922927,8.853808274977197,12.307597564683473,8.819911648694132,0,0,5.288195406704135,1.761916247964317,16.336759567461623,0.6627726459132609,3.4876859159893403,1,0.0,8637.683260988813,32105.37667551654,0.0,0.0,1.5974424713248823,-0.11798919893269799,0,0
-0.5135592262370264,1,1,2,-1.1300809003483965,1,1,1,1,1,1,7.378383712996714,7.170888478512505,6.756932389247553,8.006700845440367,6.68586094706836,10.819798284210286,11.44673936509768,9.16891055387971,0,0,23.531619844588306,0.2637430788531733,-5.878578611276476,0.7366516068931724,2.2778288112179688,1,0.0,9600.521827924696,142863.76746551186,0.0,0.0,0.018993966440657317,-0.2214034992463042,0,0
0.6999923241170234,2,4,1,0.8376265066445568,0,0,0,0,0,0,5.968707559985366,5.968707559985366,5.968707559985366,5.484796933490655,6.985641817639208,0.0,10.941981167763224,6.030685260261263,0,0,6.436488572644875,0.48998925382275194,7.659302828067281,0.5049987247125121,4.911295907501961,1,0.0,6581.471124625796,39076.82568432422,0.0,0.0,-0.7363116427469727,0.009324218269056272,0,0
