PAY_4,unemp_x_delinquency,total_delinquency,PAY_5,PAY_6,PAY_1,PAY_2,max_delinquency,PAY_AMT5,PAY_AMT4,PAY_AMT2,AGE,cpi_risk_norm,rate_x_delinquency,avg_payment,PAY_AMT6,PAY_3,PAY_AMT1,PAY_AMT3,LIMIT_BAL,true,pred
0.1111111111111111,0.083631554056889,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.25,-1.4809843220475034,-1.4978381506157068,0.2199904243904509,-0.7958621975017078,-0.1995852013098598,0.0836315540568891,-0.07755055680925535,-1.2558335710649353,0.1111111111111111,0.24173255425619858,0.18040838650574129,0.3871513198050401,0,1
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.2846185206312057,0.2759431547214016,0.4926873395741765,0.74923519556253,-0.2844958199592799,-0.4668695745617363,0.757509272893091,0.30567126224700725,0.1111111111111111,0.5270853668270672,0.3091352594538665,0.0869332819236188,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.0,0.0,0.0,0.0,0.0,0.06180671916679205,-0.17052796553103527,-0.2997212096546743,-0.6416298188340922,-0.2844958199592799,-0.4668695745617363,-0.6905718076246504,0.04710436391588156,0.0,-2.4349041406302154,-1.8377883046032708,0.5191192900072952,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.16042040378299907,0.18992595533910941,0.2718751554032957,-1.31171478496986,-0.2844958199592799,-0.4668695745617363,0.38641451131496085,0.05693515131531388,0.1111111111111111,0.39541899694300553,0.2529015249281053,0.1673597344439074,1,0
0.3333333333333333,0.6341326826755145,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.25,0.11737112025250039,-0.40720384079033006,0.07573644878978295,0.1423961078279921,-0.0807105616274785,0.6341326826755145,-0.650898611958964,-1.2558335710649353,0.0,-2.4349041406302154,-1.8377883046032708,0.1673597344439074,0,1
0.3333333333333333,0.9093832469848272,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.375,-0.19615414354798336,-0.1903938010314825,-2.476644085611099,-0.3554890506588386,0.4796887097258397,0.9093832469848272,-0.5024036294373325,-0.15928541157707074,0.4444444444444444,0.2505142518560576,-1.8377883046032708,-0.9531238224996238,0,1
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.23495795030387784,0.2438839229005706,0.20593320357301978,0.74923519556253,-0.2844958199592799,-0.4668695745617363,0.36141449630092887,0.21325393916057353,0.1111111111111111,0.16481545962970515,0.2139407496668845,0.1673597344439074,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.1789748063130828,-1.4978381506157068,-0.06351905625755919,0.4636163081257023,-0.2844958199592799,-0.4668695745617363,-0.649123719868043,-0.14181595809853542,0.0,0.0096341289758159,-1.8377883046032708,1.0629938337787594,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.007237426191509312,-0.020363180020070946,-0.034586040962693326,-0.4950413083649336,-0.2844958199592799,-0.4668695745617363,-0.23053023776812961,-0.015781955055106312,0.1111111111111111,0.09434158572956174,-0.09634369408832952,-0.9531238224996238,1,0
0.0,-0.4668695745617363,0.0,0.0,0.0,0.0,0.0,0.0,-1.4809843220475034,-1.4978381506157068,-2.476644085611099,1.2366750160392723,-0.2844958199592799,-0.4668695745617363,0.05289396051336311,-1.2558335710649353,0.0,0.396675588752636,0.36617670021222426,-0.2847917733012345,1,0
0.0,-0.1916190102524236,0.027777777777777776,0.0,0.0,0.2222222222222222,0.0,0.125,0.33687966201807745,-1.4978381506157068,0.9808760608028969,-0.6416298188340922,-0.2462860203394923,-0.1916190102524235,1.0409821233285375,-1.2558335710649353,0.0,-2.4349041406302154,0.6133827888783597,0.5191192900072952,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-0.031672403407900916,-0.020363180020070946,0.07950741572558931,1.6391892378370123,-0.2844958199592799,-0.4668695745617363,-0.11298753047536485,0.10854127650719715,0.1111111111111111,0.051328588941306034,0.005775291400744047,-0.9531238224996238,1,0
0.1111111111111111,-0.1916190102524236,0.027777777777777776,0.1111111111111111,0.0,0.2222222222222222,0.0,0.125,-0.42846419375793426,-1.4978381506157068,-0.504636039758671,1.1620705813604253,0.0975849826884444,-0.1916190102524235,-1.6856286526473698,-0.1845109244123129,0.0,-2.4349041406302154,-1.8377883046032708,-1.666848273078999,0,1
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,-0.1037293645278738,0.14322199774777064,0.10848346083980917,-0.7958621975017078,-0.2844958199592799,-0.4668695745617363,0.6975112675956032,0.5388576644625616,0.1111111111111111,0.2711884731247592,0.12386790403924361,-0.3945035917891138,1,0
0.0,-0.1916190102524236,0.027777777777777776,0.0,0.0,0.2222222222222222,0.0,0.125,-1.4809843220475034,-1.4978381506157068,-2.476644085611099,0.74923519556253,-0.2581441931243478,-0.1916190102524235,-5.028059896155144,-1.2558335710649353,0.0,-2.4349041406302154,-1.8377883046032708,1.0152348983243975,0,1
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,-1.4809843220475034,-1.4978381506157068,-0.015011832835351221,-1.130080895470915,-0.2844958199592799,-0.4668695745617363,-0.6569989910468251,-1.2558335710649353,0.1111111111111111,-0.04260204376723723,-0.09584057324942366,-0.5135592262370264,1,0
0.0,-0.1916190102524236,0.027777777777777776,0.0,0.0,0.2222222222222222,0.0,0.125,0.16308747552679556,0.8364170640772323,0.628407104351693,0.1423961078279921,-0.269211854259697,-0.1916190102524235,1.5693596679336443,0.29700063922122183,0.0,-0.3564556978799671,0.8993054942573515,1.8373853869087895,1,0
0.1111111111111111,0.9093832469848272,0.1388888888888889,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.25,0.2589858554836899,-1.4978381506157068,0.42394216408510343,-1.130080895470915,-0.0456848708478014,0.9093832469848272,0.4131806162585744,0.2237522791285938,0.1111111111111111,-2.4349041406302154,0.4276185991964999,0.2439439807007004,0,1
0.8888888888888888,8.341148483336271,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.875,-1.4809843220475034,-1.4978381506157068,-2.476644085611099,0.74923519556253,1.9386106998017067,8.34114848333627,-5.028059896155144,-1.2558335710649353,0.8888888888888888,-2.4349041406302154,-1.8377883046032708,-0.1828566844305228,0,1
0.0,-0.4668695745617363,0.0,0.0,0.0,0.0,0.0,0.0,-1.4809843220475034,-1.4978381506157068,-2.476644085611099,1.4469588684499963,-0.2844958199592799,-0.4668695745617363,-5.028059896155144,-1.2558335710649353,0.0,-2.4349041406302154,-1.8377883046032708,0.1673597344439074,1,0
0.1111111111111111,0.083631554056889,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.25,0.10550766064125434,-1.4978381506157068,-2.476644085611099,-0.95842191396722,-0.2080762207197047,0.0836315540568891,-0.6951479867601055,-1.2558335710649353,0.3333333333333333,0.04749416873223237,-1.8377883046032708,0.5191192900072952,1,0
0.1111111111111111,-0.4668695745617363,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-0.09761462245019431,-0.13486887909161116,-0.11855058508097212,0.5624443361818806,-0.2844958199592799,-0.4668695745617363,-0.2150177760354202,-0.015781955055106312,0.1111111111111111,0.269688548340856,-0.24006037123132573,-1.3723900433022265,1,0
0.1111111111111111,0.9093832469848272,0.1388888888888889,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.25,-0.31854339646043844,-1.4978381506157068,-0.13387036432829214,-1.504321540361816,-0.1183661480500896,0.9093832469848272,-0.4452953844476404,0.07261259370218677,0.1111111111111111,-2.4349041406302154,0.18040838650574129,0.6999923241170234,0,1
