PAY_AMT3,PAY_2,SEX,rate_x_delinquency,MARRIAGE_2,max_delinquency,PAY_AMT2,unemp_x_delinquency,PAY_AMT6,avg_payment,total_delinquency,LIMIT_BAL_sq,PAY_AMT1,PAY_AMT4,LIMIT_BAL,cpi_risk_norm,PAY_3,PAY_1,PAY_4,PAY_AMT5,true,pred
0.18040838650574129,0.1111111111111111,1,0.0836315540568891,0,0.25,0.2199904243904509,0.083631554056889,-1.2558335710649353,-0.07755055680925535,0.05555555555555555,0.39215686274509803,0.24173255425619858,-1.4978381506157068,0.3871513198050401,-0.1995852013098598,0.1111111111111111,0.3333333333333333,0.1111111111111111,-1.4809843220475034,0,1
0.3091352594538665,0.1111111111111111,1,-0.4668695745617363,0,0.0,0.4926873395741765,-0.4668695745617363,0.30567126224700725,0.757509272893091,0.0,0.11328976034858387,0.5270853668270672,0.2759431547214016,0.0869332819236188,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2846185206312057,1,0
0.04704246806612632,0.1111111111111111,0,0.6341326826755145,0,0.25,-2.476644085611099,0.6341326826755145,0.09132639068434217,-0.035269512399188754,0.1111111111111111,-0.25925925925925924,0.236853917298974,0.2582904100803009,-0.9531238224996238,0.3268518037888158,0.3333333333333333,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0,1
-1.8377883046032708,0.0,0,-0.4668695745617363,1,0.0,-0.2997212096546743,-0.4668695745617363,0.04710436391588156,-0.6905718076246504,0.0,0.5577342047930284,-2.4349041406302154,-0.17052796553103527,0.5191192900072952,-0.2844958199592799,0.0,0.0,0.1111111111111111,0.06180671916679205,1,0
0.2529015249281053,0.1111111111111111,1,-0.4668695745617363,0,0.0,0.2718751554032957,-0.4668695745617363,0.05693515131531388,0.38641451131496085,0.0,0.17647058823529413,0.39541899694300553,0.18992595533910941,0.1673597344439074,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16042040378299907,1,0
-0.2821281188847721,0.1111111111111111,0,0.0836315540568891,1,0.25,-0.10795441966249206,0.083631554056889,-0.3277839820425376,-0.7346217468771347,0.05555555555555555,-0.3115468409586057,-0.17271227904460282,-0.05583627222743118,-2.102083711231995,1.24375098211194,0.1111111111111111,0.1111111111111111,0.1111111111111111,-1.4809843220475034,0,1
-0.38617961722740235,0.0,0,-0.4668695745617363,0,0.0,-0.5739540108794664,-0.4668695745617363,-0.2221689412940948,-1.2163208703955142,0.0,0.3159041394335512,-0.5828964244887175,-0.26626552996092573,0.3170934418812415,-0.2844958199592799,0.0,0.0,0.0,-0.2728874586092021,0,1
-1.8377883046032708,0.1111111111111111,0,0.9093832469848272,1,0.375,-2.476644085611099,0.9093832469848272,-0.15928541157707074,-0.5024036294373325,0.1388888888888889,-0.25925925925925924,0.2505142518560576,-0.1903938010314825,-0.9531238224996238,0.4796887097258397,0.4444444444444444,0.1111111111111111,0.3333333333333333,-0.19615414354798336,0,1
0.2139407496668845,0.1111111111111111,1,-0.4668695745617363,0,0.0,0.20593320357301978,-0.4668695745617363,0.21325393916057353,0.36141449630092887,0.0,0.17647058823529413,0.16481545962970515,0.2438839229005706,0.1673597344439074,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.23495795030387784,1,0
-1.8377883046032708,0.3333333333333333,1,0.6341326826755145,0,0.25,-2.476644085611099,0.6341326826755145,-1.2558335710649353,-4.231166616082292,0.1111111111111111,2.5098039215686274,-1.5640211033661209,-1.4978381506157068,1.3273719327921307,-0.1995849654476854,0.3333333333333333,0.0,0.0,-1.4809843220475034,0,1
-0.09634369408832952,0.1111111111111111,0,-0.4668695745617363,0,0.0,-0.034586040962693326,-0.4668695745617363,-0.015781955055106312,-0.23053023776812961,0.0,-0.25925925925925924,0.09434158572956174,-0.020363180020070946,-0.9531238224996238,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.007237426191509312,1,0
0.36617670021222426,0.0,1,-0.4668695745617363,0,0.0,-2.476644085611099,-0.4668695745617363,-1.2558335710649353,0.05289396051336311,0.0,-0.09586056644880174,0.396675588752636,-1.4978381506157068,-0.2847917733012345,-0.2844958199592799,0.0,0.0,0.0,-1.4809843220475034,1,0
-0.033192440231208487,0.1111111111111111,1,0.6341326826755145,0,0.25,-2.476644085611099,0.6341326826755145,-1.2558335710649353,-0.05646451238309186,0.1111111111111111,-0.09586056644880174,0.32871493089226683,0.2083672571808811,-0.2847917733012345,0.0211810486223196,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.03400543665492556,0,1
-1.2573907469345689,0.0,1,-0.4668695745617363,1,0.0,-2.476644085611099,-0.4668695745617363,0.33371963233296775,1.8757801877297058,0.0,3.1721132897603486,-0.04411808868776136,-0.9664272818553127,1.486110633212629,-0.2844958199592799,0.0,0.0,0.0,1.0737893961039806,1,0
0.6133827888783597,0.0,1,-0.1916190102524235,1,0.125,0.9808760608028969,-0.1916190102524236,-1.2558335710649353,1.0409821233285375,0.027777777777777776,0.5577342047930284,-2.4349041406302154,-1.4978381506157068,0.5191192900072952,-0.2462860203394923,0.0,0.2222222222222222,0.0,0.33687966201807745,1,0
0.005775291400744047,0.1111111111111111,1,-0.4668695745617363,0,0.0,0.07950741572558931,-0.4668695745617363,0.10854127650719715,-0.11298753047536485,0.0,-0.25925925925925924,0.051328588941306034,-0.020363180020070946,-0.9531238224996238,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.031672403407900916,1,0
-1.8377883046032708,0.0,1,-0.1916190102524235,0,0.125,-0.504636039758671,-0.1916190102524236,-0.1845109244123129,-1.6856286526473698,0.027777777777777776,-0.30501089324618735,-2.4349041406302154,-1.4978381506157068,-1.666848273078999,0.0975849826884444,0.0,0.2222222222222222,0.1111111111111111,-0.42846419375793426,0,1
0.12386790403924361,0.1111111111111111,1,-0.4668695745617363,0,0.0,0.10848346083980917,-0.4668695745617363,0.5388576644625616,0.6975112675956032,0.0,-0.13725490196078433,0.2711884731247592,0.14322199774777064,-0.3945035917891138,-0.2844958199592799,0.1111111111111111,0.0,0.1111111111111111,-0.1037293645278738,1,0
-1.8377883046032708,0.0,0,-0.1916190102524235,0,0.125,-2.476644085611099,-0.1916190102524236,-1.2558335710649353,-5.028059896155144,0.027777777777777776,1.5185185185185186,-2.4349041406302154,-1.4978381506157068,1.0152348983243975,-0.2581441931243478,0.0,0.2222222222222222,0.0,-1.4809843220475034,0,1
-0.09584057324942366,0.1111111111111111,1,-0.4668695745617363,0,0.0,-0.015011832835351221,-0.4668695745617363,-1.2558335710649353,-0.6569989910468251,0.0,-0.17429193899782136,-0.04260204376723723,-1.4978381506157068,-0.5135592262370264,-0.2844958199592799,0.1111111111111111,0.1111111111111111,0.1111111111111111,-1.4809843220475034,1,0
0.8993054942573515,0.0,1,-0.1916190102524235,1,0.125,0.628407104351693,-0.1916190102524236,0.29700063922122183,1.5693596679336443,0.027777777777777776,5.132897603485839,-0.3564556978799671,0.8364170640772323,1.8373853869087895,-0.269211854259697,0.0,0.2222222222222222,0.0,0.16308747552679556,1,0
0.4276185991964999,0.3333333333333333,1,0.9093832469848272,1,0.25,0.42394216408510343,0.9093832469848272,0.2237522791285938,0.4131806162585744,0.1388888888888889,0.2440087145969499,-2.4349041406302154,-1.4978381506157068,0.2439439807007004,-0.0456848708478014,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2589858554836899,0,1
-1.8377883046032708,0.3333333333333333,1,8.34114848333627,0,0.875,-2.476644085611099,8.341148483336271,-1.2558335710649353,-5.028059896155144,0.8888888888888888,-0.05010893246187364,-2.4349041406302154,-1.4978381506157068,-0.1828566844305228,1.9386106998017067,0.8888888888888888,0.3333333333333333,0.8888888888888888,-1.4809843220475034,0,1
-1.8377883046032708,0.0,1,-0.4668695745617363,0,0.0,-2.476644085611099,-0.4668695745617363,-1.2558335710649353,-5.028059896155144,0.0,0.17647058823529413,-2.4349041406302154,-1.4978381506157068,0.1673597344439074,-0.2844958199592799,0.0,0.0,0.0,-1.4809843220475034,1,0
