rate_x_delinquency,PAY_AMT4,PAY_1,PAY_AMT6,max_delinquency,PAY_3,limit_x_bill,PAY_AMT5,PAY_AMT3,PAY_4,PAY_5,PAY_6,total_delinquency,PAY_AMT1,PAY_AMT2,avg_payment,unemp_x_delinquency,PAY_2,LIMIT_BAL_sq,LIMIT_BAL,cpi_risk_norm,true,pred
0.6341326826755145,-0.18804113191678618,0.0,-1.2558335710649353,0.25,0.3333333333333333,-0.17368280894569962,-1.4809843220475034,0.2975316401404072,0.0,0.0,0.0,0.1111111111111111,-1.7661756344547435,-2.476644085611099,-0.5450498004453485,0.6341326826755145,0.3333333333333333,0.2440087145969499,0.2439439807007004,-0.0934470606700971,0,1
-0.4668695745617363,0.2759431547214016,0.1111111111111111,0.30567126224700725,0.0,0.1111111111111111,2.143079676059353,0.2846185206312057,0.3091352594538665,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.5270853668270672,0.4926873395741765,0.757509272893091,-0.4668695745617363,0.1111111111111111,0.11328976034858387,0.0869332819236188,-0.2844958199592799,1,0
0.6341326826755145,0.2582904100803009,0.1111111111111111,0.09132639068434217,0.25,0.3333333333333333,0.10326728089954758,-1.4809843220475034,0.04704246806612632,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.236853917298974,-2.476644085611099,-0.035269512399188754,0.6341326826755145,0.1111111111111111,-0.25925925925925924,-0.9531238224996238,0.3268518037888158,0,1
-0.4668695745617363,-0.17052796553103527,0.0,0.04710436391588156,0.0,0.0,-0.19271805516149745,0.06180671916679205,-1.8377883046032708,0.1111111111111111,0.0,0.0,0.0,-2.4349041406302154,-0.2997212096546743,-0.6905718076246504,-0.4668695745617363,0.0,0.5577342047930284,0.5191192900072952,-0.2844958199592799,1,0
-0.4668695745617363,0.18992595533910941,0.1111111111111111,0.05693515131531388,0.0,0.1111111111111111,2.0838895774535717,0.16042040378299907,0.2529015249281053,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.39541899694300553,0.2718751554032957,0.38641451131496085,-0.4668695745617363,0.1111111111111111,0.17647058823529413,0.1673597344439074,-0.2844958199592799,1,0
0.6341326826755145,-0.40720384079033006,0.0,-1.2558335710649353,0.25,0.0,-0.20274787084185744,0.11737112025250039,-1.8377883046032708,0.3333333333333333,0.0,0.0,0.1111111111111111,-2.4349041406302154,0.07573644878978295,-0.650898611958964,0.6341326826755145,0.3333333333333333,0.17647058823529413,0.1673597344439074,-0.0807105616274785,0,1
0.0836315540568891,-0.05583627222743118,0.1111111111111111,-0.3277839820425376,0.25,0.1111111111111111,-0.22035455273990676,-1.4809843220475034,-0.2821281188847721,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.05555555555555555,-0.17271227904460282,-0.10795441966249206,-0.7346217468771347,0.083631554056889,0.1111111111111111,-0.3115468409586057,-2.102083711231995,1.24375098211194,0,1
-0.4668695745617363,-0.26626552996092573,0.0,-0.2221689412940948,0.0,0.0,-0.22530823639504036,-0.2728874586092021,-0.38617961722740235,0.0,0.0,0.0,0.0,-0.5828964244887175,-0.5739540108794664,-1.2163208703955142,-0.4668695745617363,0.0,0.3159041394335512,0.3170934418812415,-0.2844958199592799,0,1
0.9093832469848272,-0.1903938010314825,0.1111111111111111,-0.15928541157707074,0.375,0.4444444444444444,-0.13452023633530943,-0.19615414354798336,-1.8377883046032708,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.2505142518560576,-2.476644085611099,-0.5024036294373325,0.9093832469848272,0.1111111111111111,-0.25925925925925924,-0.9531238224996238,0.4796887097258397,0,1
0.6341326826755145,0.4584973022518919,0.1111111111111111,0.3690015560971166,0.25,0.3333333333333333,10.08834674790071,0.44322115745148405,-1.8377883046032708,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0139288143848975,0.5315972218020605,1.2750010504425895,0.6341326826755145,0.1111111111111111,1.159041394335512,0.8643003776574393,-0.1669270700889773,0,1
-0.4668695745617363,0.2438839229005706,0.1111111111111111,0.21325393916057353,0.0,0.1111111111111111,1.8601226474731336,0.23495795030387784,0.2139407496668845,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.16481545962970515,0.20593320357301978,0.36141449630092887,-0.4668695745617363,0.1111111111111111,0.17647058823529413,0.1673597344439074,-0.2844958199592799,1,0
-0.4668695745617363,-1.4978381506157068,0.1111111111111111,-1.2558335710649353,0.0,0.0,-0.21155320282129011,-1.4809843220475034,-1.8377883046032708,0.0,0.0,0.0,0.0,-2.4349041406302154,-2.476644085611099,-5.028059896155144,-0.4668695745617363,0.1111111111111111,-0.25925925925925924,-0.9531238224996238,-0.2844958199592799,0,1
0.6341326826755145,-1.4978381506157068,0.0,-1.2558335710649353,0.25,0.3333333333333333,-0.20597632664844875,-1.4809843220475034,-1.8377883046032708,0.0,0.0,0.0,0.1111111111111111,-1.5640211033661209,-2.476644085611099,-4.231166616082292,0.6341326826755145,0.3333333333333333,2.5098039215686274,1.3273719327921307,-0.1995849654476854,0,1
-0.4668695745617363,-0.18341204499764885,0.0,-0.09803936262780755,0.0,0.0,-0.22772883161358082,-0.2728874586092021,-0.38617961722740235,0.0,0.0,0.0,0.0,-0.5828964244887175,-0.5739540108794664,-1.071275238256457,-0.4668695745617363,0.0,-0.05010893246187364,-0.1828566844305228,-0.2844958199592799,0,1
-0.4668695745617363,-1.4978381506157068,0.0,-0.14181595809853542,0.0,0.0,-0.1920859030069537,-0.1789748063130828,-1.8377883046032708,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0096341289758159,-0.06351905625755919,-0.649123719868043,-0.4668695745617363,0.0,1.6470588235294117,1.0629938337787594,-0.2844958199592799,1,0
-0.4668695745617363,-0.020363180020070946,0.1111111111111111,-0.015781955055106312,0.0,0.1111111111111111,0.023852544287982627,0.007237426191509312,-0.09634369408832952,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.09434158572956174,-0.034586040962693326,-0.23053023776812961,-0.4668695745617363,0.1111111111111111,-0.25925925925925924,-0.9531238224996238,-0.2844958199592799,1,0
-0.4668695745617363,-1.4978381506157068,0.0,-1.2558335710649353,0.0,0.0,-0.18651599544054037,-1.4809843220475034,0.36617670021222426,0.0,0.0,0.0,0.0,0.396675588752636,-2.476644085611099,0.05289396051336311,-0.4668695745617363,0.0,-0.09586056644880174,-0.2847917733012345,-0.2844958199592799,1,0
