gdp_x_payment_ratio,PAY_AMT4,avg_payment,PAY_3,unemp_x_delinquency,PAY_5,PAY_4,PAY_AMT2,taiex_x_utilisation,payment_ratio,PAY_2,LIMIT_BAL_sq,PAY_AMT6,total_delinquency,PAY_AMT3,max_delinquency,cpi_risk_norm,rate_x_delinquency,PAY_1,is_anomaly,PAY_6,LIMIT_BAL,PAY_AMT1,true,pred
-0.0172662356855319,-2.814764228080276,-0.1825512428713263,0.1111111111111111,0.083631554056889,0.1111111111111111,0.1111111111111111,0.3165280620467471,-0.0839444886995138,-0.10658527006001806,0.1111111111111111,0.2323049001814882,-2.2159780465851675,0.05555555555555555,0.20258527999812884,0.25,-0.1995852013098598,0.0836315540568891,0.3333333333333333,0,0.1111111111111111,0.3871513198050401,0.418285773844652,0,1
-0.0171490115364139,0.377313852074737,0.6232416701602216,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.7855237563847912,1.238012853118874,-0.05555377724420414,0.1111111111111111,0.0,0.41987118661557327,0.0,0.4129095728616361,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0,0.1111111111111111,0.0869332819236188,0.9698125877403967,1,0
-0.0172070705307098,0.34554615948834894,-0.1417520513291492,0.3333333333333333,0.6341326826755145,0.1111111111111111,0.1111111111111111,-4.321258080645877,1.492259481940767,-0.08082874978696977,0.1111111111111111,-0.3103448275862069,0.058053052405485014,0.1111111111111111,-0.015318657583015807,0.25,0.3268518037888158,0.6341326826755145,0.1111111111111111,0,0.3333333333333333,-0.9531238224996238,0.4088563973723109,0,1
-0.0151182391955432,-0.4261508547027436,-0.7740875159319682,0.0,-0.4668695745617363,0.0,0.1111111111111111,-0.5772939986110899,-1.044581083157756,0.8285076120127138,0.0,0.3702359346642468,-0.01659455217541209,0.0,-3.0949063951708156,0.0,-0.2844958199592799,-0.4668695745617363,0.0,0,0.0,0.5191192900072952,-4.755088530712135,1,0
-0.0172395379584333,0.2225182096590812,0.2651529221367708,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.40576161802781613,0.8913845078604067,-0.09496287929088351,0.1111111111111111,0.05263157894736842,0.0,0.0,0.32103038572429976,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0,0.1111111111111111,0.1673597344439074,0.7153292594524013,1,0
-0.0170589485144743,-0.21975289624601174,-0.8165936066413897,0.1111111111111111,0.083631554056889,0.1111111111111111,0.1111111111111111,-0.24748535826483906,1.3993493367101135,-0.0163464083559408,0.1111111111111111,-0.35390199637023595,-0.649413060418217,0.05555555555555555,-0.5531439721139835,0.25,1.24375098211194,0.0836315540568891,0.1111111111111111,0,0.3333333333333333,-2.102083711231995,-0.3827486942812785,0,1
-0.0170812652573491,-0.4619012021971836,-0.5925141974124506,0.4444444444444444,0.9093832469848272,0.1111111111111111,0.3333333333333333,-4.321258080645877,-0.3134959701647846,-0.02606161390236702,0.1111111111111111,-0.3103448275862069,-0.36498433609924685,0.1388888888888889,-3.0949063951708156,0.375,0.4796887097258397,0.9093832469848272,0.1111111111111111,0,0.1111111111111111,-0.9531238224996238,0.43525894349456834,0,1
-0.0172295110959198,0.31962039750174853,0.24102909985786913,0.1111111111111111,-0.4668695745617363,0.1111111111111111,0.1111111111111111,0.29235185883120085,0.7025727363473557,-0.09059785923166909,0.1111111111111111,0.05263157894736842,0.26386902447357646,0.0,0.2573731452541417,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0,0.1111111111111111,0.1673597344439074,0.2696212495623417,1,0
-0.0173918084564822,-2.814764228080276,-4.959556673683751,0.0,-0.4668695745617363,0.0,0.0,-4.321258080645877,-0.8984833607624814,-0.16125119006736108,0.1111111111111111,-0.3103448275862069,-2.2159780465851675,0.0,-3.0949063951708156,0.0,-0.2844958199592799,-0.4668695745617363,0.1111111111111111,0,0.0,-0.9531238224996238,-4.755088530712135,0,1
-0.0173715695537409,-2.814764228080276,-4.190592660944623,0.3333333333333333,0.6341326826755145,0.0,0.0,-4.321258080645877,-1.059849737090677,-0.1524405360544235,0.3333333333333333,1.9963702359346642,-2.2159780465851675,0.1111111111111111,-3.0949063951708156,0.25,-0.1995849654476854,0.6341326826755145,0.0,0,0.0,1.3273719327921307,-3.0718552641788786,0,1
