unemp_x_delinquency,payment_ratio,PAY_AMT1,PAY_AMT4,PAY_3,PAY_2,PAY_6,PAY_1,gdp_x_payment_ratio,LIMIT_BAL_sq,avg_payment,BILL_AMT_PC2,PAY_4,max_delinquency,PAY_AMT2,PAY_5,rate_x_delinquency,total_delinquency,LIMIT_BAL,cpi_risk_norm,true,pred
0.6341326826755145,0.5106255233430786,-3.462577344124057,-0.4576673637367807,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.0158484443161074,0.1088929219600726,-0.6336657187093614,7.979934323775152,0.0,0.25,-4.321258080645877,0.0,0.6341326826755145,0.1111111111111111,0.2439439807007004,-0.0934470606700971,0,1
0.083631554056889,-0.10658527006001806,0.418285773844652,-2.814764228080276,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,-0.0172662356855319,0.2323049001814882,-0.1825512428713263,-3.5734180859824605,0.1111111111111111,0.25,0.3165280620467471,0.1111111111111111,0.0836315540568891,0.05555555555555555,0.3871513198050401,-0.1995852013098598,0,1
-0.4668695745617363,-0.05555377724420414,0.9698125877403967,0.377313852074737,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0171490115364139,0.0,0.6232416701602216,2.8107101276628397,0.1111111111111111,0.0,0.7855237563847912,0.1111111111111111,-0.4668695745617363,0.0,0.0869332819236188,-0.2844958199592799,1,0
-0.4668695745617363,0.8285076120127138,-4.755088530712135,-0.4261508547027436,0.0,0.0,0.0,0.0,-0.0151182391955432,0.3702359346642468,-0.7740875159319682,8.557116593022174,0.1111111111111111,0.0,-0.5772939986110899,0.0,-0.4668695745617363,0.0,0.5191192900072952,-0.2844958199592799,1,0
-0.4668695745617363,-0.09496287929088351,0.7153292594524013,0.2225182096590812,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0172395379584333,0.05263157894736842,0.2651529221367708,-0.25320824975452794,0.1111111111111111,0.0,0.40576161802781613,0.1111111111111111,-0.4668695745617363,0.0,0.1673597344439074,-0.2844958199592799,1,0
0.6341326826755145,0.8855009537383404,-4.755088530712135,-0.8520702570797554,0.0,0.3333333333333333,0.0,0.0,-0.0149873201175282,0.05263157894736842,-0.7358047740640963,9.247885879809033,0.3333333333333333,0.25,0.06843397047157357,0.0,0.6341326826755145,0.1111111111111111,0.1673597344439074,-0.0807105616274785,0,1
0.9093832469848272,-0.02606161390236702,0.43525894349456834,-0.4619012021971836,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0170812652573491,-0.3103448275862069,-0.5925141974124506,7.684728594983055,0.3333333333333333,0.375,-4.321258080645877,0.1111111111111111,0.9093832469848272,0.1388888888888889,-0.9531238224996238,0.4796887097258397,0,1
-0.4668695745617363,-0.09059785923166909,0.2696212495623417,0.31962039750174853,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0172295110959198,0.05263157894736842,0.24102909985786913,4.216197480476224,0.1111111111111111,0.0,0.29235185883120085,0.1111111111111111,-0.4668695745617363,0.0,0.1673597344439074,-0.2844958199592799,1,0
0.6341326826755145,-0.1524405360544235,-3.0718552641788786,-2.814764228080276,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.0173715695537409,1.9963702359346642,-4.190592660944623,9.26873898797074,0.0,0.25,-4.321258080645877,0.0,0.6341326826755145,0.1111111111111111,1.3273719327921307,-0.1995849654476854,0,1
-0.4668695745617363,1.395238633419841,-0.030311539256362482,-2.814764228080276,0.0,0.0,0.0,0.0,-0.0138164046205094,1.2776769509981851,-0.7340920878380449,9.705216326681827,0.1111111111111111,0.0,-0.17106353992773332,0.1111111111111111,-0.4668695745617363,0.0,1.0629938337787594,-0.2844958199592799,1,0
-0.4668695745617363,-0.08289962080431196,0.13341011225181146,-0.1559158946214444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0172118275166326,-0.3103448275862069,-0.3301693396470114,2.4978596428029216,0.1111111111111111,0.0,-0.12130331587691619,0.1111111111111111,-0.4668695745617363,0.0,-0.9531238224996238,-0.2844958199592799,1,0
-0.4668695745617363,1.1600995952694124,0.7177579864408934,-2.814764228080276,0.0,0.0,0.0,0.0,-0.014356541154847,-0.17422867513611615,-0.05667850433970106,7.644062637493493,0.0,0.0,-4.321258080645877,0.0,-0.4668695745617363,0.0,-0.2847917733012345,-0.2844958199592799,1,0
