PAY_2,PAY_4,avg_payment,PAY_AMT5,cpi_risk_norm,AGE,LIMIT_BAL,total_delinquency,rate_x_delinquency,PAY_1,PAY_AMT3,PAY_AMT4,PAY_AMT1,PAY_3,PAY_AMT2,PAY_5,unemp_x_delinquency,PAY_AMT6,PAY_6,max_delinquency,true,pred
0.3333333333333333,0.0,-0.5450498004453485,-1.4809843220475034,-0.0934470606700971,-0.4950413083649336,0.2439439807007004,0.1111111111111111,0.6341326826755145,0.0,0.2975316401404072,-0.18804113191678618,-1.7661756344547435,0.3333333333333333,-2.476644085611099,0.0,0.6341326826755145,-1.2558335710649353,0.0,0.25,0,1
0.1111111111111111,0.1111111111111111,-0.07755055680925535,-1.4809843220475034,-0.1995852013098598,-0.7958621975017078,0.3871513198050401,0.05555555555555555,0.0836315540568891,0.3333333333333333,0.18040838650574129,-1.4978381506157068,0.24173255425619858,0.1111111111111111,0.2199904243904509,0.1111111111111111,0.083631554056889,-1.2558335710649353,0.1111111111111111,0.25,0,1
0.1111111111111111,0.1111111111111111,0.757509272893091,0.2846185206312057,-0.2844958199592799,0.74923519556253,0.0869332819236188,0.0,-0.4668695745617363,0.1111111111111111,0.3091352594538665,0.2759431547214016,0.5270853668270672,0.1111111111111111,0.4926873395741765,0.1111111111111111,-0.4668695745617363,0.30567126224700725,0.1111111111111111,0.0,1,0
0.1111111111111111,0.1111111111111111,-0.035269512399188754,-1.4809843220475034,0.3268518037888158,1.7585321597554342,-0.9531238224996238,0.1111111111111111,0.6341326826755145,0.1111111111111111,0.04704246806612632,0.2582904100803009,0.236853917298974,0.3333333333333333,-2.476644085611099,0.1111111111111111,0.6341326826755145,0.09132639068434217,0.3333333333333333,0.25,0,1
0.0,0.1111111111111111,-0.6905718076246504,0.06180671916679205,-0.2844958199592799,-0.6416298188340922,0.5191192900072952,0.0,-0.4668695745617363,0.0,-1.8377883046032708,-0.17052796553103527,-2.4349041406302154,0.0,-0.2997212096546743,0.0,-0.4668695745617363,0.04710436391588156,0.0,0.0,1,0
0.1111111111111111,0.1111111111111111,0.38641451131496085,0.16042040378299907,-0.2844958199592799,-1.31171478496986,0.1673597344439074,0.0,-0.4668695745617363,0.1111111111111111,0.2529015249281053,0.18992595533910941,0.39541899694300553,0.1111111111111111,0.2718751554032957,0.1111111111111111,-0.4668695745617363,0.05693515131531388,0.1111111111111111,0.0,1,0
0.3333333333333333,0.3333333333333333,-0.650898611958964,0.11737112025250039,-0.0807105616274785,0.1423961078279921,0.1673597344439074,0.1111111111111111,0.6341326826755145,0.0,-1.8377883046032708,-0.40720384079033006,-2.4349041406302154,0.0,0.07573644878978295,0.0,0.6341326826755145,-1.2558335710649353,0.0,0.25,0,1
0.1111111111111111,0.3333333333333333,-0.5024036294373325,-0.19615414354798336,0.4796887097258397,-0.3554890506588386,-0.9531238224996238,0.1388888888888889,0.9093832469848272,0.1111111111111111,-1.8377883046032708,-0.1903938010314825,0.2505142518560576,0.4444444444444444,-2.476644085611099,0.1111111111111111,0.9093832469848272,-0.15928541157707074,0.1111111111111111,0.375,0,1
0.1111111111111111,0.3333333333333333,1.2750010504425895,0.44322115745148405,-0.1669270700889773,-1.130080895470915,0.8643003776574393,0.1111111111111111,0.6341326826755145,0.1111111111111111,-1.8377883046032708,0.4584973022518919,1.0139288143848975,0.3333333333333333,0.5315972218020605,0.1111111111111111,0.6341326826755145,0.3690015560971166,0.1111111111111111,0.25,0,1
0.1111111111111111,0.1111111111111111,0.36141449630092887,0.23495795030387784,-0.2844958199592799,0.74923519556253,0.1673597344439074,0.0,-0.4668695745617363,0.1111111111111111,0.2139407496668845,0.2438839229005706,0.16481545962970515,0.1111111111111111,0.20593320357301978,0.1111111111111111,-0.4668695745617363,0.21325393916057353,0.1111111111111111,0.0,1,0
